,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-06-19,-12,-13,-13,-1,-14,-1,0,-12,-11,,4,,-16,-34,,3,0,5,11,-10,-7,-11,-7,4,-18,-16,-1,-19,-16,-12,,,-45,,2,-1,0,-3,-8,-3,,1,-12,0,,-14,10,10,10,,-3,14,-7,12,-12,-27,,,-9,-26,-8,-4,,,1,-8,-16,1,-11,,-6,-8,6,-5,-5,,-13,-3,2,,-14,-4,-24,3,10,-12,-4,-10,,,12,14,7,,,28,-12,,-18,-7,,-10,,,-23,-5,,-5,9,-1,,-3,7,5,0,,,-3,-24,-18,-11,-4,5,,14,2,-14,2,-5,-1,4,-24,-11,-36,-5,-20,4,-6,-10,-25,-8,0,-5,-3,-5,0,,-6,3,-5,-5,-21,-8,,,-9,,,,,,-17,,-6,,-7,-1,-21,,,-9,,-5,,-19,,-12,-32,,-12,,-12,,,,,,-16,,-11,-4,-33,-1,-7,,-14,-7,-8,1,,-4,-4,-15,-14,-4,-26,-36,,-7,2,-13,-8,-24,,-8,-7,-20,-5,,-5,-21,,-13,-4,-4,-12,-10,-63,-2,-10,-9,,-11,-1,-9,-3,-25,,,-5,,-32,-23,,,-23,-40,,-11,-22,-7,-11,-7,1,-9,-5,-9,5,7,-5,5,-18,-6,2,-11,11,-2,-5,2,8,20,14,-2,-2,-7,-40,4,-1,0,-8,2,-2,5,,-30,,,-3,,,-13,7,,,,,1,4,,,2,05/08/2021 06:15:19 +1000
2020-06-20,-11,-6,-10,7,-5,2,-2,-9,2,,27,,-11,-39,,7,0,6,11,-8,-9,-1,-8,3,-16,-11,5,-11,-13,-14,,,-34,,4,4,13,-4,-2,5,,8,-8,-5,,-10,10,7,3,,7,15,-7,12,-20,-25,,,-7,-13,-12,-6,,,0,-5,-15,6,-12,,-6,-3,7,-2,-2,,-15,2,1,,-18,-9,-27,25,7,-6,-10,-5,,,10,15,11,,,5,-10,,-16,-2,,-9,,,-21,-4,,-1,5,5,,-3,,5,-2,,,-3,-10,-13,-11,-2,13,,19,10,-9,10,-1,-3,,-23,-10,-33,-22,-29,12,-7,-12,-34,-2,1,-8,-5,1,0,,-1,1,-5,-5,-25,1,,,-7,,,,,,-20,,-8,,-15,3,-19,,,-11,,-2,,-19,,-4,-28,,-5,,-13,,,,,,-17,,-12,-2,-34,7,-8,,-12,-13,-15,3,,0,-6,-18,-16,-4,-27,-37,,-11,-10,-10,-10,,,-5,0,-18,-4,-8,-5,-18,,-7,-4,-5,-10,-9,-53,-2,-6,-8,-35,-9,-6,-15,-12,-19,,,-3,,-31,-29,-30,,-23,-39,,-13,-17,-11,-5,-6,-6,-9,-1,-5,8,11,3,-1,-9,-4,2,-5,14,10,3,11,8,28,15,1,4,0,-31,4,12,1,-6,8,-4,5,,-16,,,0,,,-3,13,-8,,,,0,-9,,,8,05/08/2021 06:15:19 +1000
2020-06-21,-16,-14,-15,,-12,-4,-7,-15,-3,,14,,-20,-37,,7,-3,1,4,-14,-12,1,-14,-3,-15,-12,1,-20,-19,-12,,,-41,,2,3,-8,-6,-6,1,,-5,-17,-7,,,,-9,6,,-11,,-10,10,-23,-39,,,-15,-26,-21,-3,,,-3,-11,-21,-8,-23,,-6,-13,1,-11,-21,,-24,-10,-7,,-21,-12,-31,19,,-15,-17,-15,,,5,10,5,,,4,-11,,-16,-6,,-12,,,-23,-4,,-9,11,8,,-7,,4,1,,,-4,-13,-14,-10,0,22,,,,-13,,-9,-4,,-28,-14,-51,-27,-21,,-14,-14,-27,-6,0,-12,-5,-4,-3,,-7,1,-9,6,-28,1,,,-10,,,,,,-22,,-10,,-16,-12,-27,,,,,-13,,-21,,-15,-38,,-19,,-21,,,,,,-25,,-19,-11,-37,0,-20,,-24,-19,-28,-5,,-8,-14,-23,-18,-14,-34,-37,,-17,-16,-19,-21,,,-14,-10,-24,-10,-10,-14,,,-15,-11,-8,-22,-18,-60,-7,-7,-18,,-18,-15,-14,-21,-30,,,-19,,-45,-28,,,-28,-41,,-27,-29,-12,-17,-14,-11,-18,-2,-18,7,6,0,-3,-14,-7,2,-12,10,6,-6,19,6,28,15,-2,-10,,-31,3,5,-5,-17,2,-7,3,,,,,,,,-5,,,,,,-9,,,,6,05/08/2021 06:15:19 +1000
2020-06-22,-17,-20,-16,-2,-14,-5,-12,-16,-11,,-12,,-21,-31,,1,-5,-6,-2,-10,-12,-15,-10,-5,-22,-22,-12,-24,-13,-16,,,-52,,-3,-5,-14,-11,-7,-5,,-8,-21,-8,,-18,-12,-5,-3,,-4,,-8,0,-9,-33,,,-14,-35,-18,-11,,,-7,-5,-20,-6,-18,,-10,,-2,-11,-14,,,-12,-8,,-13,-12,-32,-1,,-12,-14,-14,,,5,5,4,,,8,-12,,-19,-5,,-10,,,-22,-6,,-6,5,2,,,,2,-6,,,-4,5,-14,-9,-3,1,,10,9,-13,-2,-10,-3,,-23,-16,-42,-17,,-8,-12,-11,-35,-12,-8,-18,-9,-9,-6,,-6,-2,-13,-15,-28,-14,,,-13,,,,,,-24,,-14,,-10,-4,-31,,,-16,,-25,,-26,,-23,-44,,-29,,-21,,,,,,-25,,-14,-15,-50,-10,-19,,-26,-15,-16,-14,,-16,-12,-22,-21,-10,-35,-48,,-15,-18,-21,-18,,,-14,-16,-25,-13,,-11,,,-20,-9,-13,-19,-19,-65,-7,-9,-18,,-20,-16,-19,-17,,,,-13,,-35,-34,,,-28,-52,,-17,-27,-13,-22,-14,-1,-16,-11,-12,0,-2,-9,-6,-27,-10,-7,-22,3,-7,-14,-3,6,35,5,-8,-10,-17,-44,-7,-16,-11,-18,-8,-18,-4,,-46,,,,,,,5,,,,,-16,,,,-10,05/08/2021 06:15:19 +1000
2020-06-23,-17,-20,-17,-14,-13,-3,-12,-17,-14,,-11,,-21,-26,,-3,-4,-2,4,-17,-12,-14,-11,-4,-21,-18,-15,-24,-13,-14,,,-49,,-2,-6,-17,-9,-14,-6,,-10,-15,-5,,,1,-9,-6,,-9,,-11,-14,-16,-32,,,-14,-34,-14,-13,,,-7,-6,-15,-4,-16,,-8,,-2,-11,-14,,-30,-5,-8,,-13,-14,-32,6,3,-14,-6,-11,,,2,7,1,,,3,-13,,-20,-7,,-13,,,-23,-7,,-4,-4,0,,-7,,1,-4,,,-5,-1,-14,-10,-5,3,,10,8,-11,0,-11,-4,-6,-16,-15,-39,-22,,-5,-14,-12,-32,-13,-7,-11,-10,-5,-6,,-9,-3,-12,-12,,-12,,,-13,,,,,,-23,,-12,,-19,-7,-29,,,-14,,-15,,-24,,-19,-42,,-24,,-25,,,,,,-25,,-17,-12,-36,-12,-15,,-26,-20,-21,-11,,-15,-17,-21,-22,-11,-31,-44,,-18,-24,-17,-20,,,-15,-13,-21,-16,,-12,,,-19,-14,-16,-16,-21,-63,-6,-14,-19,,-20,-17,-17,-15,,,,-12,,-33,-25,,,-29,-39,,-18,-22,-17,-20,-14,-5,-18,-8,-15,3,2,-6,-6,-26,-7,-9,-16,7,-3,-12,-3,6,18,7,-7,-11,-13,-39,-4,-11,-5,-19,-2,-10,2,,-46,,,,,,,8,,,,,-7,2,,,-4,05/08/2021 06:15:19 +1000
2020-06-24,-15,-17,-16,-3,-13,-2,-10,-14,-11,,-7,,-21,-27,,0,-2,1,3,-14,-12,-13,-10,-4,-19,-17,-12,-22,-14,-11,,,-49,,1,-3,-12,-9,-12,-5,,-8,-12,-6,,-13,3,-3,-1,,-8,,-8,-1,-12,-28,,,-13,-32,-12,-11,,,-5,-7,-17,-4,-15,,-7,-9,1,-7,-11,,-26,-6,-2,,-13,-16,-31,-3,2,-14,-8,-11,,,4,5,4,,,8,-12,,-18,-4,,-10,,,-23,-5,,-3,4,3,,-3,,1,-3,,,-5,3,-13,-11,-5,-2,,12,7,-14,-2,-9,-4,2,-7,-13,-41,-8,,-5,-8,-9,-22,-10,-1,-11,-4,-6,-3,,-6,-1,-12,-11,-22,-5,,,-7,,,,,,-17,,-6,,-12,2,-22,,,-14,,-15,,-19,,-13,-31,,-20,,-17,,,,,,-23,,-14,-7,-36,-8,-15,,-23,-19,-15,-10,,-13,-12,-18,-18,-9,-30,,,-16,-19,-14,-12,-26,,-13,-10,-19,-14,,-6,,,-12,-7,-9,-15,-16,-64,-6,-12,-19,,-18,-12,-19,-16,,,,-13,,-33,-22,,,-26,-41,,-17,-18,-10,-13,-13,-4,-11,-7,-16,1,1,-5,-1,-26,-5,-6,-15,8,-6,-10,2,10,23,5,-6,-6,-9,-36,0,-11,-4,-14,-2,-15,2,,,,,,,,,9,,,,,-5,10,,,2,05/08/2021 06:15:19 +1000
2020-06-25,-15,-14,-12,-3,-9,-1,-9,-14,-7,,-5,,-15,-32,,3,0,-1,10,-14,-9,-9,-9,-1,-16,-18,-10,-22,-16,-12,,,-45,,3,-3,-10,-6,-8,-3,,-9,-14,-3,,-5,,0,4,,-3,-4,-6,-6,-9,-15,,,-12,-29,-11,-11,,,-3,0,-13,-3,-14,,-6,-15,5,-6,-8,,-13,-6,-1,,-14,-10,-26,3,1,-9,0,-9,,,7,6,2,,,12,-12,,-18,-4,,-8,,,-22,-4,,-3,4,3,,-2,,3,-3,,,-4,-3,-16,-10,-4,7,,12,-1,-13,3,-7,-1,2,-13,-9,-32,-5,,6,-6,-8,-19,-13,-1,-8,-3,-5,1,,-2,2,-7,-10,,-7,,,-5,,,,,,-14,,-11,,-9,-3,-23,,,-15,,-13,,-25,,-16,-31,,-15,,-19,,,,,,-25,,-14,-11,-35,-6,-13,,-23,-21,-22,-11,,-18,-17,-23,-28,-11,-31,-34,,-18,-13,-16,-16,,,-13,-15,-22,-12,,-9,,,-18,-3,-10,-19,-18,-65,-8,-13,-19,,-22,-13,-8,-16,-24,,,-12,,-38,-19,,,-34,-38,,-15,-20,-13,-19,-16,-4,-16,-6,-11,2,0,-5,-1,-20,-6,-3,-11,9,-1,-7,-1,4,16,6,-3,-9,-8,-37,-2,-2,-6,-13,-2,-4,1,,-37,,,-4,,,-12,7,,,,,0,1,,,4,05/08/2021 06:15:19 +1000
2020-06-26,-12,-11,-12,2,-15,1,-2,-10,-4,,6,,-16,-30,,6,0,3,17,-12,-6,-9,-7,5,-16,-14,0,-20,-14,-9,,,-43,,2,0,3,-3,-4,2,,2,-10,1,,-15,12,8,2,,-2,15,-5,14,-9,-26,,,-9,-27,-9,-1,,,1,-6,-11,5,-9,,-5,-7,7,-4,-3,,-13,-3,1,,-13,-6,-23,8,,-13,1,-10,,,13,15,9,,,26,-11,,-17,-6,,-9,,,-21,-4,,-6,7,5,,-8,11,4,0,,,-1,3,-17,-10,-1,6,,15,3,-12,4,-4,1,2,-10,-9,-32,-2,-16,6,-2,-8,-19,-10,0,-6,-2,-6,2,,0,3,-8,-1,-20,-4,,,-5,,,,,,-13,,-3,,-8,0,-20,,,-11,,-7,,-18,,-10,-31,,-14,,-12,,,,,,-19,,-9,-4,-35,-3,-13,,-16,-18,-12,-8,,-12,-11,-18,-24,-7,-27,-40,,-15,0,-16,-5,,,-6,-11,-19,-3,,-7,-20,,-13,-4,0,-14,-15,-65,-3,-13,-9,,-14,-7,-9,-10,-12,,,-3,,-34,-23,,,-30,-39,,-14,-24,-8,-12,-13,2,-14,-4,-9,3,4,-5,-2,-17,-6,0,-12,13,1,-4,-1,12,23,13,-4,-1,-4,-36,2,0,-1,-7,3,-2,4,,-28,,,-4,,,-14,9,,,,,3,,,,6,05/08/2021 06:15:19 +1000
2020-06-27,-12,-4,-10,2,-4,5,2,-7,6,,18,,-9,-32,,3,0,5,15,-6,-10,-2,-8,3,-14,-11,9,-10,-6,-11,,,-34,,3,4,16,-2,1,-3,,8,-5,-3,,-9,6,2,-2,,3,16,-7,21,-14,-29,,,-8,-14,-14,3,,,-1,-3,-12,8,-16,,-6,-6,7,-2,-3,,-15,0,1,,-19,-6,-27,25,7,-8,-13,-5,,,9,13,8,,,3,-9,,-15,-1,,-8,,,-18,-6,,-2,4,14,,-3,,2,-1,,,-4,-7,-10,-10,-1,28,,19,22,-8,5,-4,-1,,-11,-7,-25,5,-16,14,-4,-12,-22,-5,1,-14,-2,0,2,,0,1,-5,4,-19,0,,,-4,,,,,,-11,,-5,,-15,0,-15,,,-7,,-1,,-12,,-2,-23,,-6,,-11,-22,,,,,-21,,-8,-8,-35,2,-12,,-16,-21,-14,-8,,-13,-15,-21,-25,-10,-28,-37,,-19,-7,-13,-13,,,-7,-8,-20,-5,-6,-5,-15,,-13,-3,-2,-13,-15,-56,-5,-10,-10,,-12,-13,-10,-23,-16,,,-9,,-32,-29,-28,,-30,-35,,-2,-21,-6,-10,-14,0,-11,-2,1,6,10,7,4,-9,-1,-4,-8,15,11,4,3,11,32,2,-2,3,12,-28,3,-3,-1,-3,6,-3,2,,-15,,,7,,,-2,2,,,,,-6,-4,,,7,05/08/2021 06:15:19 +1000
2020-06-28,-14,-7,-11,,-13,0,-2,-13,4,,28,,-19,-37,,8,-1,1,24,-9,-8,1,-9,0,-11,-14,10,-18,-13,-9,,,-39,,1,7,1,-4,5,0,,4,-16,-5,,,0,-3,-1,,-6,,-7,17,-14,-31,,,-8,-22,-16,-1,,,-2,-4,-9,3,-21,,-6,,4,-7,-15,,-8,-6,-8,,-21,-8,-27,30,,-10,-12,-11,,,8,9,10,,,7,-12,,-17,5,,-11,,,-25,-7,,-3,6,21,,-9,,2,0,,,-7,,-18,-14,6,17,,,,-17,,-7,-1,,-10,-8,-42,20,,,-4,-9,-11,-6,-3,-13,-1,-2,5,,0,3,-8,9,,0,,,3,,,,,,-9,,-9,,-14,-1,-23,,,,,-6,,-20,,-13,-33,,-10,,-19,,,,,,-23,,-12,-10,-28,9,-9,,-22,-21,-17,-9,,-12,-16,-22,-25,-16,-29,-29,,-18,-6,-16,-16,,,-8,-12,-19,-8,18,-6,,,-16,-2,14,-22,-19,-56,-4,-8,-17,,-18,-14,-10,-19,,,,-5,,-35,-16,-23,,-32,-28,,-17,-23,-2,-17,-17,3,-5,-10,-19,-3,-1,-4,-4,-17,-5,-9,-29,8,8,-6,-6,14,19,-2,-8,-11,-20,-42,-5,-21,-13,-26,-7,-12,-6,,,,,,,,-12,-2,,,,,-25,,,,-9,05/08/2021 06:15:19 +1000
2020-06-29,-14,-18,-15,-2,-6,-2,-7,-17,3,,-9,,-21,-25,,-1,-3,-5,5,-6,-11,-12,-9,-4,-19,-19,-10,-21,-11,-12,,,-50,,0,-3,-6,-8,-6,-10,,-9,-16,-4,,-18,-4,-7,-2,,-3,,-8,4,-4,-33,,,-13,-38,-16,-4,,,-4,-4,-18,-2,-19,,-8,,-1,-10,-12,,,-10,-8,,-10,-14,-30,3,,-11,-16,-13,,,11,11,10,,,15,-9,,-17,3,,-6,,,-18,-6,,3,11,9,,,,3,3,,,-1,9,-8,-7,1,14,,13,22,-6,14,-5,1,,-5,-10,-35,-2,,-4,-12,-7,-25,-10,-3,-12,-3,-3,2,,-9,4,-8,-7,,-10,,,-9,,,,,,,,-9,,-7,-2,-25,,,-15,,-11,,-22,,-14,-34,,-16,,-20,,,,,,-22,,-7,-12,-27,3,-6,,-23,-16,-11,-10,,-12,-14,-20,-21,-9,-29,-35,,-14,-1,-15,-11,,,-9,-12,-19,-10,,-9,,,-16,-2,2,-16,-16,-62,-7,-10,-18,,-19,-13,-15,-13,,,,-7,,-27,-23,,,-28,-36,,-17,-19,-5,-17,-12,-2,-5,-10,-14,0,0,-2,-4,-23,-6,-7,-19,7,-3,-7,-4,6,40,1,-6,-8,-10,-41,-4,-18,-9,-14,-4,-17,-2,,,,,,,,,2,,,,,-16,,,,-6,05/08/2021 06:15:19 +1000
2020-06-30,-14,-15,-14,-14,-7,2,-4,-15,2,,-4,,-12,-18,,2,-3,-1,9,-13,-9,-11,-9,-1,-17,-15,-9,-20,-13,-11,,,-46,,0,3,-11,-8,-10,-13,,-6,-14,-5,,,12,-1,-1,,-6,,-8,-13,-10,-23,,,-11,-30,-11,0,,,-4,-8,-11,0,-13,,-7,,8,-8,-11,,-35,-3,-4,,-10,-10,-29,6,1,-10,-9,-6,,,11,13,12,,,16,-8,,-15,1,,-3,,,-18,-3,,-3,6,11,,5,,2,2,,,-2,4,-3,-8,6,11,,17,5,-1,7,-4,1,-2,4,-9,-32,-6,,-5,-3,-6,-23,-8,-6,-10,-3,0,-2,,-5,3,-4,-9,,-6,,,-6,,,,,,-19,,-8,,-10,-2,-23,,,-15,,-14,,-22,,-10,-31,,-21,,-19,,,,,,-23,,-14,-10,-26,-7,-13,,-24,-20,-7,-12,,-13,-17,-20,-18,-13,-31,,,-17,-4,-13,-14,-24,,-6,-11,-18,-8,,-9,,,-15,-9,-8,-17,-19,-63,-13,-3,-19,,-21,-14,-10,-18,,,,-6,,-31,-17,,,-30,-28,,-15,-17,-5,-19,-13,-6,-13,-6,-17,3,4,6,-3,-22,-3,-3,-16,7,-3,-5,-2,6,16,8,-4,-6,-9,-34,0,-9,-4,-14,1,-9,4,,-39,,,,,,,6,,,,,-14,7,,,-3,05/08/2021 06:15:19 +1000
2020-07-01,-13,-15,-14,-4,-6,0,-9,-14,3,,0,,-13,-20,,2,-4,1,8,-10,-9,-13,-9,-3,-17,-15,-5,-21,-16,-9,,,-46,,-2,6,-7,-7,-10,-7,,-4,-12,-5,,-16,9,1,4,,-7,,-10,-8,-8,-18,,,-11,-27,-9,0,,,-5,-11,-12,-5,-12,,-7,-11,3,-8,-11,,-20,-3,-3,,-11,-15,-28,3,2,-10,-7,-8,,,10,7,10,,,14,-10,,-16,-1,,-6,,,-19,-4,,-1,7,13,,8,,1,0,,,-5,5,-5,-10,1,12,,11,8,-6,1,-3,0,-3,-1,-12,-38,-4,,-3,-6,-7,-19,-8,-3,-8,-3,-6,-4,,-8,0,-6,-9,-22,-7,,,-7,,,,,,-13,,-9,,-8,1,-21,,,-14,,-17,,-17,,-10,-27,,-18,,-17,,,,,,-22,,-13,-9,-18,-1,-10,,-23,-18,-4,-13,,-14,-12,-19,-14,-13,-28,,,-15,-4,-13,-11,,,-5,-11,-15,-9,,-8,,,-12,-8,0,-17,-17,-64,-10,-6,-14,,-21,-13,-12,-15,,,,-9,,-32,-15,-17,,-28,-21,,-14,-14,-3,-14,-15,-8,-8,-5,-12,1,1,4,-1,-24,-5,0,-17,3,-4,-6,1,4,19,-1,-3,-4,0,-33,2,-8,-4,-11,-3,-8,2,,,,,,,,,11,,,,,-5,8,,,2,05/08/2021 06:15:19 +1000
2020-07-02,-14,-13,-11,-5,-7,1,-9,-14,-1,,4,,-13,-19,,6,-1,0,12,-13,-7,-9,-9,0,-14,-18,-5,-22,-14,-11,,,-43,,0,4,-5,-4,-6,-3,,-3,-15,-3,,-6,,3,13,,-4,-4,-7,-5,-5,-6,,,-12,-29,-7,2,,,-3,-5,-6,-3,-9,,-2,-13,2,-7,-9,,-17,-4,-1,,-11,-12,-24,10,9,-8,2,-7,,,10,14,6,,,9,-9,,-16,-5,,-3,,,-19,-2,,0,9,16,,7,,3,0,,,-2,-4,-7,-11,4,15,,18,2,-4,11,-4,0,1,-2,-7,-30,-4,,-2,0,-6,-20,-3,-5,-4,-3,-3,0,,-4,3,-1,-9,,-2,,,-7,,,,,,-20,,-10,,-9,-3,-22,,,-14,,-17,,-22,,-14,-28,,-17,,-18,,,,,,-27,,-13,-10,-22,-9,-14,,-21,-38,-10,-10,,-18,-35,-22,-48,-15,-32,-27,,-20,-1,-16,-15,,,-8,-15,-18,-8,,-9,,,-17,-7,-6,-22,-19,-66,-13,-8,-21,,-24,-33,-8,-28,,,,-7,,-39,-15,-20,,-33,-29,,-9,-21,-7,-21,-20,-8,-12,-3,-13,2,2,1,-3,-20,-5,1,-11,6,-1,-5,3,0,10,8,-1,-5,1,-33,4,-3,-1,-8,0,-3,2,,-36,,,-5,,,-6,8,,,,,-1,7,,,5,05/08/2021 06:15:19 +1000
2020-07-03,-12,-10,-10,-2,-10,4,3,-11,4,,10,,-13,-22,,7,0,2,23,-9,-4,-11,-5,5,-12,-13,5,-17,-9,-10,,,-40,,1,11,11,0,-3,4,,1,-11,4,,-14,13,10,12,,-4,19,-4,10,-7,-15,,,-8,-24,-8,7,,,2,-8,-7,6,-7,,-3,-9,8,-4,-6,,-16,-1,2,,-7,-4,-21,14,,-12,-2,-6,,,11,-11,11,,,26,-7,,-14,-2,,-2,,,-18,-1,,-1,12,11,,8,10,6,5,,,-2,6,-8,-10,4,18,,12,7,-4,10,0,1,1,0,-7,-29,-4,-22,3,3,-4,-22,-4,0,-3,1,-4,1,,-5,6,0,2,-17,-6,,,-5,,,,,,-10,2,-3,,-10,1,-19,,,-11,,-8,,-18,,-11,-26,,-13,,-11,,,,,,-26,,-13,-9,-33,-2,-19,,-25,-35,-6,-11,,-17,-32,-25,-47,-16,-35,-33,,-19,10,-20,-19,,,-6,-16,-23,-6,,-16,-16,,-17,-6,-10,-22,-19,-70,-14,-4,-17,,-23,-29,-10,-29,,,,-12,,-42,-25,,,-35,-37,,-11,-27,-8,-19,-22,-3,-18,-1,-11,3,5,1,3,-16,-5,6,-10,9,4,-1,3,7,28,10,1,1,2,-29,9,6,2,-3,2,6,8,,-31,,,-1,,,2,14,-2,,,,2,,,,10,05/08/2021 06:15:19 +1000
2020-07-04,-11,-3,-8,-4,-6,7,2,-9,32,,22,,-4,-27,,9,2,3,19,-7,-6,-7,-6,4,-13,-9,13,-11,-7,-8,,,-32,,1,14,26,3,7,7,,12,-6,0,,-6,3,7,4,,7,26,-2,19,-11,-11,,,-6,-10,-13,7,,,2,-2,-6,11,-11,,-3,-2,9,-4,-1,,-15,3,0,,-15,-6,-27,29,15,-8,-12,1,,,8,3,7,,,1,-6,,-12,2,,-1,,,-14,-1,,4,11,18,,7,,5,1,,,-3,-1,-3,-9,4,34,,21,21,-1,14,-1,-8,,-1,-5,-18,-3,-23,10,-5,-8,-26,1,3,-8,0,-1,2,,-4,2,0,6,-22,2,,,0,,,,,,-4,,-4,,-11,-4,-16,,,-1,,-7,,-13,,-7,-23,,-9,,-10,-16,,,,,-26,,-12,-7,-33,-4,-20,,-16,-36,-7,-12,,-15,-30,-26,-50,-13,-34,-36,,-22,4,-17,-19,,,-5,-8,-21,-4,-20,-12,-18,,-14,-6,-10,-18,-18,-60,-12,0,-17,,-18,-33,-19,-36,-23,,,-15,,-39,-31,-42,,-31,-35,,-4,-23,-5,-10,-17,-2,-20,1,-4,4,9,8,-5,-7,-5,2,-5,13,16,3,14,8,20,7,1,-2,22,-15,5,10,-1,-3,5,-1,5,,-10,,,3,,,12,14,0,,,,-4,-8,,,15,05/08/2021 06:15:19 +1000
2020-07-05,-13,-7,-7,,0,3,2,-13,11,,38,,-14,-22,,11,1,0,35,-10,-6,-4,-8,0,-8,-15,19,-21,-8,-6,,,-34,,-2,13,20,-2,9,4,,14,-15,-2,,,4,2,15,,-11,,-8,25,-7,-11,,,-4,-12,-11,4,,,1,-3,2,-2,-15,,-2,,6,-8,-12,,0,-3,-8,,-15,-9,-25,29,,-7,-3,-3,,,9,10,10,,,3,-6,,-13,6,,-2,,,-18,0,10,6,11,29,,11,,4,5,,,-1,,-2,-7,12,47,,,,-2,16,-4,-2,,1,-8,-39,-7,-11,,-2,-6,-17,-3,-1,-9,-1,0,3,,-6,2,-5,9,-21,4,,,-4,,,,,,6,,-4,,-9,-6,-21,,,,,-10,,-15,,-8,-30,,-15,,-17,-14,,,,,-29,,-15,-10,-31,6,-20,,-24,-38,-13,-19,,-15,-33,-28,-53,-20,-36,-32,,-21,-5,-22,-21,,,-4,-13,-21,-2,-12,-17,,,-21,-7,-5,-25,-22,-63,-12,-2,-23,,-27,-36,-17,-37,,,,-14,,-44,-26,,,-33,-33,,-12,-25,-7,-17,-22,-4,-21,-1,-12,6,6,6,-4,-13,-2,-1,-13,10,22,-1,15,8,23,4,-4,-5,,-25,2,-2,-4,-12,1,-4,2,,,,,,,,-3,,,,,,-20,,,,10,05/08/2021 06:15:19 +1000
