,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-05-17,-3,1,-2,,-2,18,,-6,,,16,,-3,-36,,22,-4,20,-4,-8,8,-3,2,8,0,-7,-13,-11,-2,-21,,,-29,,14,20,,5,-5,,,-5,1,-5,,,,17,1,,4,,-9,,-13,,,,0,-2,4,7,,,21,8,-26,-5,2,,-7,,-41,0,-4,,,11,15,,-2,-3,-29,,,-1,,1,,,14,,12,,,,0,,-6,-2,,0,,,-2,13,,8,-1,-2,,,,-3,22,,,4,,-26,7,6,,,,,-4,,11,7,,,2,-30,,,4,6,4,-2,10,5,-18,12,28,5,,,5,1,-23,,17,,,,,,,,,,,-14,,19,-7,-18,,,,,0,,,,-5,-29,,,,-9,,,,,,-8,,3,5,-41,5,-1,,-9,16,,1,,-7,3,-13,7,4,-15,,,-5,-1,-9,0,,,-5,-7,-8,-14,,5,,,17,-6,-17,-3,-3,-34,10,-5,6,,-3,-9,,-10,,,,,,-17,0,,,-6,-27,,,-27,-14,-4,3,1,4,1,,13,-1,-4,-16,-31,0,8,-50,-2,,13,-4,,,15,6,12,,-15,14,,9,,19,25,15,,,,,,,,,,,,,,,,,,14,05/08/2021 06:15:41 +1000
2020-05-18,-4,-3,-4,,-11,15,,-14,,,0,,-14,-30,,18,-9,12,7,-5,13,-10,-1,4,-13,-7,-9,-5,-3,-22,,,-35,,9,35,-1,3,5,-5,,-13,-7,0,,,,17,1,,17,,-7,,-4,,,,-7,-15,9,1,,,11,4,-32,-6,6,,-8,,-1,0,3,,,14,13,,5,2,-24,,,-2,3,2,,,12,,16,,,,-2,,-4,-1,,3,,,-2,9,,10,3,1,,,3,-7,17,,,0,,-22,14,7,,,,-22,-7,,7,1,-10,-2,7,-44,,,0,10,11,-2,10,2,-23,12,26,6,,21,5,8,,,15,,,,,,,0,,,,-13,,18,1,-15,,,,,-7,,-18,,-3,-21,,,,-4,,,,,,-8,,2,-2,-29,-3,-4,,-9,14,-13,0,,-10,-5,-6,9,7,-15,,,-3,-4,-10,-1,,,-8,3,-6,-16,,7,,,16,-9,-12,-7,-3,-41,9,-3,9,,-7,-9,,-6,,,,,,-10,-6,,,-2,-38,,,-19,-6,-10,1,2,-4,3,4,20,-4,-2,-8,-25,13,1,-5,5,18,12,6,,,21,11,13,,-32,6,,6,,29,14,14,,,,,,,,,-1,,,,,,,,,0,05/08/2021 06:15:41 +1000
2020-05-19,-3,-7,-3,,-11,18,26,-9,,,3,,-6,-31,,10,-10,17,-2,-4,19,4,-5,7,-7,-9,-14,-1,1,-24,,,-33,,8,18,-4,5,-8,-9,,-15,3,3,,,,19,18,,3,,-6,,-7,,,,-4,-16,9,-2,,,12,12,-29,-8,5,,-10,,-4,3,0,,,12,18,,3,-1,-23,3,,-3,7,2,,,8,,9,,,,-1,,-3,-2,,0,-4,,-2,9,,10,4,1,,,2,-8,6,,,6,,-22,9,10,,,3,-23,-9,,2,0,-3,-8,0,-39,,,2,0,14,-1,11,3,-22,14,11,2,,,2,10,,4,5,,,-24,,,,-16,,,,-13,,17,-5,-15,,,,,-4,,-16,,-7,-22,,,,-7,,,,,,-9,,1,-2,-28,-1,-7,,-10,10,-10,-5,,-12,-8,-6,10,6,-18,,,-6,-8,-10,-1,,,-8,-3,-6,-18,,6,-27,,18,-9,-16,0,-5,-44,2,-5,-2,-26,-2,-14,,-5,,,,20,,-13,-4,,,-1,,,-12,-19,-7,-11,4,2,-4,4,-3,11,-5,-9,-5,-20,12,4,-5,2,14,9,12,-4,,-4,9,7,,-29,4,,9,,24,21,13,,,,,,,,,,,,,,,,,,15,05/08/2021 06:15:41 +1000
2020-05-20,-3,-3,-3,,-17,21,-1,0,,,4,,12,-26,,11,-15,13,2,-13,18,3,-3,11,-3,-11,-12,-5,-1,-14,,,-33,,10,-8,-8,4,-16,4,,-20,0,9,,,,12,16,,9,,-10,,-13,,,,5,-11,7,-1,,,4,4,-32,-2,8,,-10,,-1,5,-9,,,11,11,,-3,2,-20,6,,4,15,-2,,,18,,25,,,,-2,,-3,8,,-1,-13,,-6,12,,6,4,8,,,4,-6,22,,,-4,,-20,5,6,,,5,-28,-9,,5,3,-10,1,0,-51,,,3,3,3,-7,21,6,-27,8,16,15,,,4,8,,,9,,,-14,,,,-14,,,,-3,,16,4,-16,,-11,-24,,-1,,-18,,-8,-27,,5,,-9,,,-13,,,-6,,4,0,-22,-1,-2,,1,11,-7,-12,,0,2,-12,10,7,-2,,,-1,-4,-8,8,,,-6,3,0,-12,,16,-23,,28,-12,-10,4,6,-47,1,0,0,-21,0,-6,,8,,,,31,,-16,-9,,,1,,,-10,-22,-14,-8,9,-15,3,3,-4,14,1,14,-9,-16,6,-1,0,4,10,14,-1,0,,7,12,11,,-22,1,,10,,18,21,9,,,,,,,,,-12,,,,,,,,,7,05/08/2021 06:15:41 +1000
2020-05-21,-3,-3,-4,,-5,15,8,-6,,,6,,11,-32,,9,-18,13,7,-11,11,-7,-3,9,-8,-9,-16,-7,-4,-15,,,-33,,11,-11,-3,-2,-15,1,,-15,-1,8,,,,12,10,,9,,-11,,-10,,,,7,-16,8,-3,,,6,6,-27,-3,4,,-5,,-8,1,1,,,6,11,,-4,-2,-20,-16,,3,22,0,,,14,,18,,,,-1,,-4,10,,0,1,,-5,10,,13,4,20,,,3,-7,18,,,-1,,-21,10,5,,,,-22,-7,,1,2,,-5,4,-47,,,13,24,11,-1,37,8,-18,15,16,23,,15,7,7,,-3,16,,,,,,,-13,,,,-3,,10,2,-13,,-7,-10,,-2,,-16,,-7,-26,,,,-6,,,,,,-7,,4,-2,-17,-4,-4,,-4,2,-14,-10,,0,4,-4,6,5,-11,,,-8,-2,-10,4,,,-6,-3,-1,-10,,8,-20,,23,-9,-17,-7,4,-47,-4,-4,-13,-29,-7,-13,,4,,,,,,-14,-10,,,-2,-33,,-9,-15,-16,-11,2,-13,4,2,1,5,2,19,-9,-16,12,-2,-6,-6,4,11,4,-1,,4,4,3,,-25,0,,7,,19,15,10,,,,,,,,,3,,,,,,,,,8,05/08/2021 06:15:41 +1000
2020-05-22,5,-2,2,,-10,30,30,-1,-8,,17,,13,-27,,30,-16,20,12,-3,23,1,-2,24,0,-6,-11,1,6,-11,,,-28,,19,3,-2,14,-11,-4,,-7,19,20,,,,27,13,,13,,-4,,-9,,,,7,-4,11,13,,,20,9,-28,-4,15,,0,,-18,9,1,,,18,26,,-1,0,-9,11,,8,22,4,,,30,,38,,,,3,,4,17,,1,2,,-2,14,,-4,16,19,,,15,0,24,,,5,,-22,19,11,,,7,-25,-4,,17,10,-13,10,7,-47,,,20,7,20,1,36,16,-13,17,19,35,,24,5,13,2,-15,27,,,-6,,,,-14,,,,5,,21,7,-11,,,-3,,6,,-11,,-2,-23,,14,,-3,,,-15,,,1,,9,12,-32,11,2,,12,23,-7,-3,,8,15,4,19,19,6,,,7,4,0,15,,,-1,8,0,0,,20,-9,,37,-2,-4,5,16,-35,12,5,-1,-21,2,1,,17,,,,35,,-1,-6,,,9,-39,,-9,-22,-7,-2,14,-1,9,9,-1,11,7,22,-1,-11,18,6,-35,10,10,29,14,5,,10,15,15,,-16,10,,15,,23,12,11,,,,,,,,,7,,,,,,,,,16,05/08/2021 06:15:41 +1000
2020-05-23,5,3,6,,-11,42,,-1,,,19,,12,-38,,45,-11,27,5,-4,24,-4,4,28,11,2,-7,4,10,-11,,,-22,,25,-5,-4,8,-2,7,,6,22,10,,,,25,9,,20,,-1,,-9,,,,15,-4,4,18,,,20,12,-30,5,17,,1,,-62,6,2,,,13,26,,-1,1,-9,,,14,-3,8,,,24,,29,,,,7,,5,13,,3,,,3,18,,10,12,23,,,15,6,20,,,5,,-24,15,16,,,,-19,-5,,21,10,,-5,11,-28,,,24,21,19,1,45,17,-16,21,28,25,,,11,15,,,40,,,1,,,,,,,,11,,22,0,-15,,,,,4,,-12,,6,-40,,,,-6,,,,,,3,,11,15,-29,7,2,,16,29,-4,-3,,10,21,8,15,20,7,,,7,5,0,13,,,3,14,3,4,,18,,,33,-4,-5,18,16,-34,11,7,5,,12,2,,9,,,,,,-5,-12,,,10,-33,,-1,-11,-10,1,15,2,8,12,8,11,7,29,1,-5,21,9,-39,7,21,18,11,6,,10,15,26,,-2,9,4,20,,24,29,13,,,,,,,,,,,,,,,,,,21,05/08/2021 06:15:41 +1000
2020-05-24,-3,-1,-1,,,10,,-7,,,17,,23,-33,,31,-14,9,8,-4,13,-8,6,14,3,-8,-19,-5,2,-14,,,-27,,14,-8,-9,8,,-5,,-3,8,2,,,,17,0,,0,,-11,,-22,,,,7,-9,0,15,,,14,7,-30,-6,-1,,-5,,-37,-2,-7,,,10,23,,-5,3,-25,,,9,,6,,,20,,20,,,,4,,-1,10,,1,,,-1,21,,11,8,15,,,,3,30,,,2,,-29,10,17,,,,,-1,,14,10,,,1,-40,,,17,3,9,-7,22,3,-14,13,22,7,,,2,3,-25,,22,,,,,,,,,,,-6,,16,,-15,,,,,3,,,,-2,-28,,,,-8,,,,,,-7,,1,8,-37,7,2,,-2,12,-10,-11,,1,7,-14,9,5,-3,,,-1,-7,-7,0,,,-10,-6,-4,-5,,3,,,27,-2,-23,2,5,-34,2,-3,-6,,-8,-8,,-1,,,,,,-16,-5,,,-4,-37,,,-28,-17,-2,3,-14,6,-10,,3,-14,2,-14,-33,-16,-10,-61,-12,,5,-12,,,1,-5,-4,,-40,1,,-7,,5,-4,-3,,,,,,,,,,,,,,,,,,-10,05/08/2021 06:15:41 +1000
2020-05-25,-4,-5,-8,,-16,13,,-17,,,7,,-1,-25,,21,-19,-1,5,-9,16,-19,-8,6,-11,-18,-15,-10,2,-11,,,-42,,8,-1,-8,2,-21,1,,-13,-3,-7,,,,10,-1,,15,,-10,,-12,,,,-7,-25,1,2,,,7,4,-35,-6,-10,,-11,,-6,-9,-4,,,6,18,,-1,3,-30,,,5,-7,-8,,,22,,32,,,,0,,-2,11,,1,,,-4,10,,12,11,9,,,8,-5,20,,,0,,-20,11,9,,,,-20,-4,,11,6,-10,2,7,-48,,,-1,5,9,-2,24,3,-22,10,18,16,,19,0,4,,,22,,,,,,,-16,,,,-13,,15,1,-13,,,,,0,,-17,,-3,-20,,,,-1,,,,,,-4,,5,4,-20,4,-5,,0,11,-3,-4,,2,3,-4,13,11,-9,,,-2,-1,-6,5,,,-5,9,-1,-8,,15,,,28,-5,-13,4,11,-40,4,-2,1,,-6,-7,,3,,,,,,-4,-6,,,0,-32,,,-14,-16,-7,7,-10,0,-6,-6,13,-9,8,-23,-31,-1,-11,-19,-3,15,7,-4,-20,,9,-1,2,,-37,-7,,-3,-12,14,-7,1,,,,,,,,,-8,,,,,,,,,-3,05/08/2021 06:15:41 +1000
2020-05-26,-2,-7,-2,,-11,19,22,-4,-16,,1,,16,-25,,14,-17,3,16,-8,24,-3,-4,13,-2,-12,-17,2,0,-16,,,-29,,7,-8,-13,4,-24,-8,,-12,10,11,,,,14,15,,3,,-9,,-16,,,,6,-9,10,5,,,8,6,-29,-3,8,,-7,,-1,1,-4,,,11,25,,-6,-1,-13,-15,,3,8,2,,,13,,22,,,,0,,-1,13,,0,2,,-5,8,,9,10,12,,,4,-4,7,,,4,,-25,4,10,,,8,-27,-8,,8,-1,-13,9,0,-44,,,0,-3,13,-8,25,5,-25,10,6,17,,16,-1,9,,-2,15,,,-25,,,,-31,,,,-7,,23,-9,-15,,,,,-4,,-16,,-8,-22,,8,,-5,,,,,,-6,,3,1,-20,-1,-3,,-4,6,-9,-12,,-2,1,-5,9,10,-5,,,-3,-9,-9,2,,,-7,0,-3,-12,,13,-20,,25,-6,-10,5,5,-41,-1,-6,-5,-22,-2,-14,,5,,,,16,,-3,-6,,,-1,,,-10,-19,-14,-14,7,-12,1,4,1,7,-2,13,-8,-19,11,0,-4,2,11,15,11,1,,-4,13,6,,-22,-2,,9,,14,27,7,,,,,,,,,2,,,,,,,,,11,05/08/2021 06:15:41 +1000
2020-05-27,-2,-2,-1,,-11,21,9,1,,,4,,16,-25,,22,-16,10,7,-9,20,1,1,16,2,-7,-15,4,3,-11,,,-31,,11,-11,-8,7,-13,-1,,-17,7,10,,,,23,18,,12,,-5,,-8,,,,2,-10,9,4,,,6,10,-32,-1,10,,-8,,0,8,-8,,,15,16,,-1,3,-17,2,,3,21,1,,,19,,25,,,,-1,,-1,15,,2,-4,,-7,10,,9,4,13,,,12,-5,18,,,-1,,-23,11,6,,,7,-26,-9,,6,4,-12,5,3,-44,,,9,9,8,1,21,9,-22,13,15,19,,28,4,12,,2,15,,,,,,,-13,,,,2,,18,0,-13,,-10,-15,,0,,-13,,-7,-24,,6,,-5,,,-12,,,-4,,4,9,-20,3,3,,4,10,-4,-6,,1,5,-11,12,9,-1,,,-2,-2,-8,10,,,-4,6,0,-8,,16,-19,,29,-8,-13,7,13,-46,4,-1,1,,-1,-4,,7,,,,38,,-12,-6,,,4,,,-13,-21,-15,-7,11,-11,4,3,0,13,3,17,-10,-17,8,2,-1,1,14,16,4,-2,,1,12,14,,-21,0,,7,,18,15,11,,,,,,,,,-3,,,,,,,,,7,05/08/2021 06:15:41 +1000
2020-05-28,-1,2,-1,,-6,20,15,2,,,8,,7,-27,,21,-18,12,12,-4,19,-5,-1,18,1,-7,-17,5,3,-12,,,-27,,14,-13,-3,7,-7,-5,,-13,7,11,,,,18,14,,12,,-5,,-10,,,,9,-10,10,8,,,10,6,-22,-7,12,,-6,,-2,7,2,,,11,13,,-1,4,-17,-16,,5,25,3,,,18,,26,,,,0,,-1,-11,,1,-1,,-5,11,,13,8,23,,,8,-5,23,,,2,,-22,12,6,,,,-25,-3,,9,4,-7,-1,4,-42,,,5,,11,-3,34,10,-16,16,16,19,,7,5,9,,-4,16,,,,,,,-18,,,,-1,,9,5,-12,,-7,-11,,1,,-16,,-6,-21,,,,-5,,,,,,-4,,5,1,-18,3,-1,,2,6,-9,-7,,5,8,0,11,9,-4,,,-2,-2,-7,9,,,-4,-2,0,-5,,11,-18,,28,-6,-12,0,7,-39,0,-5,-10,-23,-9,-8,,11,,,,,,-5,-7,,,2,-31,,-12,-15,-12,-9,5,-7,8,3,3,5,0,20,-4,-16,11,-3,-4,-7,5,19,10,5,,8,9,2,,-27,0,,11,,20,16,7,,,,,,,,,-1,,,,,,,,,6,05/08/2021 06:15:41 +1000
2020-05-29,5,0,3,,-3,25,34,-2,,,13,,12,-18,,32,-15,6,16,-4,26,1,3,22,2,-8,-10,-3,7,-7,,,-32,,14,2,3,16,-1,-4,,-4,15,18,,,,27,17,,18,,-4,,-8,,,,9,-3,15,9,,,19,9,-27,-2,13,,2,,-17,8,1,,,22,31,,3,3,-14,11,,10,25,9,,,28,,33,,,,4,,3,25,,3,4,,-5,14,,15,10,15,,,14,0,21,,,5,,-18,15,11,,,11,-20,-5,,15,10,-14,10,7,-38,,,13,16,19,6,32,17,-14,15,19,39,,15,4,14,1,-6,22,,,-9,,,,-21,,,,4,,21,2,-9,,,6,,9,,-11,,3,-21,,20,,-1,,,-18,,,2,,10,13,-27,9,5,,16,21,-4,-1,,7,13,7,20,19,7,,,4,6,-1,12,,,2,9,2,-3,,26,-9,,39,-3,-7,9,15,-33,12,7,1,-18,6,-1,,18,,,,43,,-4,-5,,,7,-34,,-7,-22,-8,0,14,-4,10,4,3,5,-8,19,-14,-5,13,2,-41,-2,12,24,5,10,,4,16,14,,-28,3,,8,,15,9,5,,,,,,,,,-4,,,,,,,,,7,05/08/2021 06:15:41 +1000
2020-05-30,5,1,5,,-8,30,,4,,,24,,16,-31,,39,-13,14,3,-1,20,2,2,22,13,1,-8,7,9,-7,,,-21,,19,-5,10,6,4,5,,2,23,13,,,,27,5,,16,,0,,-10,,,,14,-1,6,18,,,17,13,-27,1,20,,-1,,-59,6,2,,,17,24,,4,6,-8,,,13,1,9,,,25,,31,,,,6,,4,16,,0,,,1,15,,12,11,17,,,16,3,22,,,5,,-20,13,17,,,,-21,-3,,18,10,,-2,10,-27,,,16,20,21,1,43,17,-17,19,29,24,,,6,14,,,31,,,-3,,,,,,,,8,,26,-2,-15,,,,,3,,-10,,5,-38,,,,-7,,,,,,4,,13,17,-29,15,7,,20,24,-10,-1,,8,20,8,18,16,13,,,7,3,1,14,,,5,10,4,-1,,18,,,39,0,4,16,14,-26,13,10,6,,6,3,,15,,,,,,3,-7,,,12,-22,,-6,-15,-6,4,15,-1,14,10,22,12,-5,31,-6,19,20,6,-40,3,25,21,8,4,,12,19,27,,-4,6,-9,15,-2,25,24,10,,,,,,,,,9,,,,,,,,,15,05/08/2021 06:15:41 +1000
2020-05-31,-1,-5,0,,,15,,0,,,27,,14,-32,,34,-13,8,6,-4,15,-7,4,14,7,-5,-15,-6,5,-12,,,-26,,14,-10,0,7,,,,-1,8,1,,,,19,8,,-8,,-10,,-18,,,,6,-4,5,4,,,10,7,-27,-10,3,,-2,,-39,0,-7,,,9,23,,-3,10,-23,,,11,,4,,,21,,22,,,,1,,-4,6,,-2,,,-5,15,,11,4,18,,,,2,29,,,0,,-23,9,10,,,,,-1,,14,8,,,4,-37,,,12,5,11,-8,32,7,-14,16,30,17,,,4,12,-29,,23,,,,,,,,,,,2,,17,,-15,,,,,0,,,,2,-28,,,,-9,,,,,,-4,,3,13,-37,11,9,,1,12,,-6,,5,12,-11,14,8,-1,,,1,0,-5,6,,,-4,-1,-2,-5,,8,,,34,0,-21,9,9,-31,7,2,1,,-3,-6,,2,,,,,,-12,-3,,,1,-27,,,-22,-27,2,7,-4,3,0,,7,-13,14,-13,13,-2,-3,-54,-3,,12,-9,,,-2,9,6,,-8,-1,,1,,13,12,6,,,,,,,,,,,,,,,,,,7,05/08/2021 06:15:41 +1000
2020-06-01,-5,2,-3,,-16,15,,-6,,,8,,-4,-29,,22,-16,4,10,-8,18,-12,-1,13,-3,-12,-13,-2,-1,-10,,,-33,,9,-2,10,4,-3,3,,-14,0,3,,,,13,13,,9,,-9,,-5,,,,-2,-12,8,2,,,5,7,-27,19,5,,-8,,7,-3,-1,,,14,19,,-5,-4,-22,,,4,10,0,,,19,,27,,,,-1,,-2,11,,3,,,-8,10,,9,6,13,,,11,-6,19,,,-1,,-21,9,6,,,,-19,-3,,13,2,-16,18,7,-46,,,0,6,9,-7,28,4,-19,12,18,22,,24,0,7,,,20,,,,,,,-14,,,,-4,,21,3,-14,,,,,-1,,-10,,-1,-17,,,,-6,,,,,,-13,,-4,-4,-24,2,-14,,-16,3,-10,-10,,-5,-4,-15,3,3,-21,,,-12,1,-14,-11,,,-9,-2,-6,-13,,5,,,16,-6,-14,-9,0,-48,-2,1,-5,-20,-15,-16,,-5,,,,,,-20,-10,,,-14,-43,,,-22,-13,-20,-4,-13,-8,-7,-16,11,-13,5,-19,-15,1,-3,-24,0,-6,5,-10,-27,,7,1,0,,-45,-3,,-3,,15,4,2,,,,,,,,,-11,,,,,,,,,-3,05/08/2021 06:15:41 +1000
2020-06-02,-2,-5,-4,,-10,17,,-6,,,3,,6,-26,,14,-21,1,9,-3,22,-6,-6,12,-5,-14,-13,-3,3,-11,,,-37,,4,-6,-7,5,-17,-8,,-14,9,2,,,,9,7,,4,,-8,,-10,,,,1,-17,4,-1,,,6,10,-28,-6,0,,-6,,-2,0,-5,,,12,24,,-9,-2,-20,-13,,3,1,-1,,,15,,21,,,,0,,-1,16,,-1,-4,,-7,10,,8,7,11,,,4,-3,9,,,4,,-27,6,9,,,8,-20,-5,,7,-1,-8,13,0,-44,,,2,-2,14,-5,26,8,-26,14,7,23,,12,-2,10,,2,10,,,-32,,,,-28,,,,-3,,22,-4,-13,,,,,1,,-13,,-5,-21,,13,,-7,,,,,,-5,,2,4,-18,2,-2,,-3,9,-9,-14,,-2,3,-3,11,9,-7,,,-2,-5,-9,4,,,-4,5,-2,-11,,13,-21,,26,-8,-7,7,9,-38,-2,-2,-8,,-1,-14,,9,,,,19,,-5,-8,,,0,,,-11,-13,-18,-7,8,-10,0,7,7,10,-2,21,-16,-16,14,2,0,5,18,15,11,10,,-8,16,11,,-15,-2,,12,,20,23,8,,,,,,,,,,,,,,,,,,13,05/08/2021 06:15:41 +1000
2020-06-03,-2,-1,-2,,-13,19,8,-3,,,8,,17,-21,,23,-16,6,8,-6,17,0,-1,13,-1,-8,-13,-5,5,-11,,,-36,,6,-8,-5,7,0,-7,,-15,4,8,,,,15,18,,11,,-9,,-7,,,,-1,-15,7,3,,,4,9,-29,-5,7,,-6,,5,5,-7,,,12,15,,-3,4,-15,7,,6,13,2,,,19,,26,,,,0,,0,12,,1,-1,,-8,12,,11,6,13,,,8,-5,17,,,-1,,-20,10,7,,,6,-24,-6,,8,4,-5,6,3,-44,,,13,10,4,3,25,8,-22,10,15,25,,21,7,13,,7,13,,,-15,,,,-9,,,,0,,13,4,-12,,-7,-13,,-2,,-11,,-4,-21,,1,,-4,,,-13,,,-4,,5,8,-18,3,-1,,4,12,-2,-9,,2,6,-10,13,8,-2,,,-2,3,-6,8,,,-3,6,0,-9,,16,-12,,33,-9,-12,9,10,-45,6,-2,-4,-19,0,-7,,7,,,,28,,-15,-7,,,6,,,-8,-15,-15,-5,11,-7,8,4,2,13,-7,14,-20,-15,8,1,-2,3,19,18,-1,2,,4,11,15,,-13,-3,,6,,20,15,11,,,,,,,,,-15,,,,,,,,,10,05/08/2021 06:15:41 +1000
2020-06-04,-1,-2,-2,,-10,18,17,-1,,,13,,13,-27,,20,-19,10,12,-6,17,-7,-2,16,4,-6,-10,-4,6,-9,,,-33,,8,-14,6,7,2,2,,-11,-6,7,,,,18,18,,9,,-7,,-1,,,,0,-15,1,3,,,11,10,-19,-9,9,,-3,,3,2,3,,,11,11,,-2,5,-22,-11,,6,13,4,,,17,,18,,,,1,,-1,13,,2,3,,-5,11,,13,9,23,,,5,-5,21,,,3,,-22,11,6,,,,-22,-3,,11,4,,0,5,-42,,,7,,10,-3,35,15,-14,15,18,28,,-3,8,9,,-3,14,,,,,,,-10,,,,2,,9,5,-10,,-9,-8,,3,,-17,,-4,-18,,,,-5,,,,,,-3,,6,0,-14,1,0,,-1,9,-6,-4,,2,7,0,11,11,-6,,,-3,7,-8,7,,,-1,0,0,-7,,11,-10,,25,-4,-11,0,9,-39,1,-5,-9,-16,-5,-11,,11,,,,,,-8,-5,,,2,-26,,-6,-9,-8,-10,5,-3,8,-1,-2,2,-9,19,-25,-21,10,-6,-5,-9,6,9,3,-3,,2,7,1,,-21,-3,,6,,16,12,7,,,,,,,,,6,,,,,,,,,7,05/08/2021 06:15:41 +1000
2020-06-05,6,-1,4,,-9,18,,-2,,,29,,11,-22,,25,-8,22,10,5,20,4,2,16,6,-4,10,1,20,-18,,,-30,,8,2,33,17,14,-5,,-1,8,15,,,,29,9,,26,,9,,4,,,,-3,-5,6,15,,,18,14,-6,2,13,,-5,,-1,8,3,,,15,25,,-6,-2,-9,26,,3,28,15,,,27,,26,,,,4,,2,12,,8,7,,-2,16,,6,4,32,,,12,-5,20,,,8,,-20,21,2,,,23,-19,-1,,18,12,-13,10,9,-24,,,17,13,19,6,16,12,-15,14,21,28,,-18,7,26,-6,,23,,,,,,,-2,,,,11,,8,15,-8,,,-8,,22,,-5,,11,-32,,7,,0,,,-13,,,5,,14,8,-11,13,2,,13,22,11,-9,,2,12,10,16,37,1,,,6,27,-1,15,,,-4,14,4,6,,13,-10,,36,7,-4,5,11,-32,9,16,1,-2,3,6,,17,,,,17,,1,-4,,,9,-16,,1,-19,4,3,17,10,28,5,-6,3,-3,5,-10,-12,10,-2,-32,8,9,15,13,17,,11,7,19,,-16,-1,,7,,18,20,11,,,,,,,,,4,,,,,,,,,11,05/08/2021 06:15:41 +1000
