,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-06-16,-41,-40,-40,,-38,-24,,-69,,,-30,,-42,,,-26,-30,-22,-4,-32,-30,-45,-17,-23,-43,-43,-18,-46,-2,-26,,,-60,,-25,,,-18,,,,-22,-26,-37,,,-26,-30,-38,,,,-5,,-17,-27,,,-25,-50,-39,,,,-27,-44,-50,,-34,,-18,,-23,-33,-17,,-36,-33,-32,,3,-15,-41,-19,-16,-23,-33,-23,,,-22,-38,-26,,,-1,-38,,-51,-6,,-57,,,-47,-19,,-19,-13,,,,,-18,-29,,,-21,,26,-12,-19,,,,,-20,,-21,20,,-70,-33,-46,,,-26,,-20,-37,-20,-14,,2,-9,-9,,,-6,20,-25,,-71,,,,,,,,,,,,,,-28,-46,,,,,-70,,,,18,-38,,-37,,-14,,,,,,-54,,-40,-49,,-24,-64,,-48,-42,,-14,,-23,-78,-40,-48,-53,-63,,,-40,,-33,-55,,,-19,-31,-48,,,-42,,,-17,-17,-53,-31,-48,-69,-30,-40,-43,,-49,-42,-48,-47,,,,-32,,-51,-35,,,-48,,,,,,-50,-35,,-44,-32,,-23,-25,-53,,,-17,-35,-42,-14,-10,-26,-2,-45,8,-18,-24,-36,,-39,-13,-17,-32,-23,-20,-24,-22,-35,,,,,-11,,,,,,,-32,-19,,,-33,-23,05/08/2021 06:16:17 +1000
2020-06-17,-41,-38,-42,,-56,-26,,-70,,,-33,,-40,,,-28,-34,-25,-7,-36,-32,-49,-22,-25,-44,-42,-18,-47,-19,-36,,,-60,,-28,,,-22,,,,-25,-26,-38,,,-31,-36,-37,,,,0,,-4,-30,,,-27,-52,-44,,,,-29,-34,-39,,-37,,-26,,-25,-39,-15,,-44,-34,-33,,-11,-21,-43,-9,-23,-32,-39,-24,,,-24,-31,-27,,,-6,-36,,-49,-3,,-55,,,-47,-12,,-1,-4,,,,,-13,-25,,,-16,,10,-16,-21,,,,,-15,,-15,26,,-57,-29,-45,,,-18,,-11,-36,-16,1,,7,1,-11,,,-3,31,-35,,-66,,,,,,,,,,,,,,-16,-39,,,,,-67,,,,,-29,,-38,,-2,,,,,,-52,,-37,-45,,,-59,,-47,-40,,-11,,-13,-77,-40,-50,-49,-63,,,-38,,-27,-54,,,-10,-37,-44,,,-42,,,-12,-15,-49,-25,-46,-69,-29,-41,-41,,-45,-39,-58,-44,,,,-30,,-54,-16,,,-48,,,,,,-48,-33,,-39,-38,,-28,-30,-59,-22,,-18,-42,-48,-18,-32,-32,-13,-23,-25,-20,-24,-44,,-45,-26,-25,-36,-29,-24,-32,-24,-68,,,,,-18,,,,,,,-31,-32,,,-57,-29,05/08/2021 06:16:17 +1000
2020-06-18,-40,-34,-38,,-41,-23,,-69,,,-27,,-39,,,-25,-28,-21,-11,-34,-28,-45,-13,-26,-41,-38,24,-44,-11,-32,,,-58,,-25,,,-19,,,,-21,-25,-34,,,-33,-28,-39,,,,3,,-23,-14,,,-26,-52,-40,,,,-24,-36,-47,,-29,,-23,,-23,-33,-18,,-20,-34,-30,,0,-15,-44,-11,,-29,-38,-20,,,-23,-32,-24,,,-3,-39,,-52,4,,-57,,,-50,-16,,5,-19,,,,,-20,-27,,,-15,,10,-19,-11,,,,,-19,,-31,37,,-66,-27,-43,,,-6,,-6,-26,-13,5,,14,17,-3,,,5,43,-29,,-69,,,,,,,,,,,,,,,-43,,,,,-67,,,,,-33,,-40,,,,,,,,-51,,-41,-41,,-23,-58,,-42,-39,,-11,,-9,-78,-34,-47,-50,-61,,,-36,,-25,-57,,,-13,-34,-41,,,-44,,,-13,-5,-43,-19,-42,-68,-36,-38,-42,,-47,-39,-44,-41,,,,-34,,-52,-21,,,-48,,,,,,-46,-39,,-37,-37,,-27,-28,-58,-11,,-22,-35,-49,-19,-15,-28,-25,-46,-18,-26,-26,-46,,-41,-22,-44,-40,-26,-25,-33,-29,-64,,,,,-23,,,,,,,-38,-43,,,-25,-29,05/08/2021 06:16:17 +1000
2020-06-19,-36,-33,-34,,-65,-15,,-67,,,-13,,-37,-51,,-15,-24,-15,-7,-29,-23,-37,-7,-21,-37,-32,-18,-38,-10,-35,,,-54,,-21,,,-8,,,,-5,-17,-32,,,-20,-19,-30,,,,5,,-25,-17,,,-20,-41,-36,,,,-19,-52,-47,,-23,,-20,,-18,-25,-10,,-10,-25,-26,,-12,-11,-37,-3,,-20,-33,-22,,,-25,-30,-26,,,-9,-37,,-50,-14,,-59,,,-50,-8,,-3,0,,,,,-10,-23,,,-12,,16,-19,-13,,,,,-20,,-26,32,,-79,-28,-42,,,-12,,-10,-32,-14,1,,11,7,-2,,,7,47,-31,,-73,,,,,,,,,,,,,,-19,-42,,,,,-69,,-46,,,-25,,-40,,3,,-88,,,,-49,,-34,-41,,,-58,,-35,-35,,-13,,-9,-78,-35,-43,-49,-57,,,-31,,-29,-41,,,-14,-27,-38,,,-41,,,-11,-10,-28,-18,-40,-65,-25,-42,-43,,-40,-34,-41,-34,,,,-19,,-46,-24,,,-43,,,,,,-37,-34,,-36,-35,,-23,-23,-65,-11,,-14,-27,-46,-3,-19,-26,-8,-31,-59,-18,-22,-44,,-41,-13,-9,-34,-22,-24,-25,-19,,,,,,-16,,,,,,,-35,-31,,,,-27,05/08/2021 06:16:17 +1000
2020-06-20,-30,-26,-22,,-45,-10,,-69,,,21,,-16,,,-11,-14,-8,-7,-36,-4,-5,-4,-12,-21,-4,4,-19,3,-31,,,-34,,-11,,,-4,,,,4,-11,-27,,,-15,-11,-14,,,,11,,-6,21,,,-14,-18,-19,,,,-13,-52,-55,,-16,,-21,,-18,-11,,,14,-18,-2,,-1,-15,-26,,,-17,-32,-26,,,-22,-41,-31,,,0,-35,,-52,-8,,-59,,,-56,-9,,9,-9,,,,,-15,-22,,,-2,,18,-25,-5,,,,,-8,,-33,51,,-74,-31,-46,,,,,-7,-51,-13,6,,4,6,2,,,9,86,-36,,-75,,,,,,,,,,,,,,,-50,,,,,-71,,,,,-38,,-46,,,,,,,,-39,,-25,-18,,,-31,,-15,-23,,-18,,-6,-80,-4,-40,-37,-48,,,-20,,-24,-26,,,-23,-20,-45,,,-23,,,1,-9,,-10,-30,-48,-10,-50,-19,,-28,-20,,-29,,,,-25,,-35,-50,,,-22,,,,,,-32,-21,,-26,-34,,-14,-14,-75,-13,,-2,-31,-62,-8,,-20,8,,,-8,-20,-33,,-39,-23,3,-27,-18,-19,-38,-20,,,,,,,,,,,,,,-24,,,,-30,05/08/2021 06:16:17 +1000
2020-06-21,-40,-42,-38,,-57,-22,,-76,,,-9,,-28,,,-20,-24,-18,,-44,-26,-30,-30,-26,-31,-15,-16,-35,,-22,,,-47,,-25,,,-15,,,,-4,-22,-40,,,-30,-32,-21,,,,6,,-36,-3,,,-38,-36,-46,,,,-30,-57,-67,,-26,,-25,,-18,-30,,,-21,-32,-17,,-7,-28,-43,,,-30,-46,-42,,,-39,-64,-44,,,-12,-38,,-54,-8,,-68,,,-59,-12,,-5,-5,,,,,-1,-30,,,-4,,15,-12,-11,,,,,4,,-37,31,,-77,-41,-63,,,,,-28,-52,-31,,,11,-1,-8,,,-4,,-36,,-80,,,,,,,,,,,,,,-49,-59,,,,,-79,,-60,,,-43,,-58,,,,,,,,-51,,-40,-38,,,-46,,-36,-36,,-33,,-17,-85,-32,-46,-18,-55,,,-35,,-30,-52,,,2,-31,-48,,-40,-34,,,0,-24,,-21,-31,-58,-19,-65,-41,,-38,-32,,-42,,,,,,-58,-53,,,-33,,,,,,-36,-35,,-38,-39,,-16,-15,-78,,,-19,-33,-51,-12,,-30,-18,,,-21,-22,-38,,-42,-29,,-32,,-21,-32,-24,,,,,,,,,,,,,,,,,,-34,05/08/2021 06:16:17 +1000
2020-06-22,-43,-35,-41,,-42,-24,,-70,,,-31,,-42,,,-27,-35,-23,-11,-34,-32,-45,-15,-23,-45,-41,-6,-45,-6,-35,,,-59,,-27,,,-18,,,,-22,-25,-37,,,-29,-37,-42,,,,2,,-30,-27,,,-27,-50,-44,,,,-26,-42,-48,,-32,,-13,,-26,-32,-13,,-27,-35,-39,,9,-25,-38,,,-20,-40,-28,,,-26,-40,-29,,,-13,-39,,-52,-3,,-52,,,-51,-18,,-2,-8,,,,,-19,-26,,,-17,,36,-18,-7,,,,,-20,,-34,25,,-59,-32,-42,,,2,,-9,-35,-16,-5,,8,0,-8,,,-7,29,-31,,-72,,,,,,,,,,,,,,-15,-49,,,,,-76,,-46,,10,-44,,-50,,-7,,,,,,-56,,-26,-48,,,-69,,-50,-43,,-22,,-25,-80,-41,-51,-56,-61,,,-38,,-36,-62,,,-19,-37,-49,,,-46,,,-23,-21,-48,-19,-48,-69,-39,-47,-30,,-52,-42,-50,-48,,,,-26,,-58,-48,,,-53,,,,,,-50,-41,,-43,-38,,-30,-26,-62,,,-18,-32,-49,-19,-25,-30,-15,-27,-21,-22,-21,-36,,-40,-22,-45,-37,-19,-27,-33,-31,,,,,,-23,,,,,,,-32,-41,,,-16,-24,05/08/2021 06:16:17 +1000
2020-06-23,-41,-40,-40,,-33,-23,,-69,,,-28,,-43,,,-26,-30,-25,-13,-29,-32,-45,-20,-24,-45,-43,-17,-44,-12,-24,,,-59,,-25,,,-18,,,,-28,-26,-38,,,-32,-31,-38,,,,0,,-14,-31,,,-28,-48,-45,,,,-29,-33,-48,,-32,,-24,,-22,-34,-22,,-22,-31,-36,,7,-19,-40,-22,,-28,-36,-26,,,-25,-38,-27,,,-14,-38,,-52,-1,,-53,,,-46,-14,,-10,-6,,,,,-21,-35,,,-17,,26,-13,-18,,,,,-20,,-33,25,,-70,-33,-42,,,-31,,-13,-40,-19,-15,,1,-5,-11,,,-10,8,-34,,-70,,,,,,,,,,,,,,-30,-47,,,,,-74,,,,11,-42,,-45,,-9,,,,,,-54,,-37,-48,,-28,-64,,-50,-43,,-29,,-26,-79,-42,-48,-56,-64,,,-41,,-34,-57,,,-23,-34,-47,,,-48,,,-19,-18,-57,-32,-53,-69,-33,-31,-40,,-48,-43,-49,-45,,,,-38,,-52,-27,,,-52,,,,,,-49,-42,,-46,-36,,-30,-27,-59,-22,,-16,-31,-44,-16,-15,-32,-23,-22,-53,-22,-28,-38,,-37,-24,-28,-33,-29,-25,-28,-26,,,,,,-48,,,,,,,-26,-29,,,-32,-24,05/08/2021 06:16:17 +1000
2020-06-24,-40,-39,-39,,-51,-20,,-69,,,-25,,-37,,,-25,-32,-23,-8,-42,-31,-43,-14,-25,-42,-41,-17,-42,-7,-37,,,-57,,-25,,,-17,,,,-20,-25,-36,,,-30,-34,-36,,,,7,,-8,-18,,,-26,-47,-42,,,,-27,-33,-41,,-33,,-21,,-19,-33,-11,,-31,-31,-33,,-7,-15,-42,-10,-12,-24,-39,-22,,,-25,-25,-30,,,-12,-36,,-49,1,,-54,,,-44,-12,,-9,2,,,,,-19,-18,,,-14,,19,-16,-12,,,,,-14,,-31,31,,-59,-29,-42,,,-15,,-6,-38,-23,-10,,5,9,-15,,,-6,28,-37,,-68,,,,,,,,,,,,,,-19,-43,,,,,-72,,,,20,-37,,-45,,0,,,,,,-53,,-33,-45,,,-60,,-44,-42,,-23,,-16,-78,-40,-48,-54,-62,,,-40,,-28,-56,,,-14,-36,-46,,,-45,,,-14,-21,-54,-32,-49,-69,-34,-47,-36,,-47,-37,-60,-43,,,,-33,,-51,-27,,,-51,,,,,,-48,-39,,-40,-34,,-21,-22,-56,-16,,-16,-33,-42,-14,-20,-25,-12,-10,-42,-21,-22,-36,,-39,-19,-32,-34,-29,-21,-31,-21,,,,,,-40,,,,,,,-22,-30,,,-26,-29,05/08/2021 06:16:17 +1000
2020-06-25,-39,-33,-36,,-27,-17,,-68,,,-28,,-39,,,-16,-27,-19,-8,-31,-28,-41,-16,-24,-40,-33,-3,-43,-12,-18,,,-55,,-22,,,-15,,,,-17,-24,-33,,,-31,-25,-34,,,,1,,0,-5,,,-22,-49,-37,,,,-21,-31,-44,,-31,,-16,,-23,-28,-11,,-9,-29,-28,,0,-13,-43,-15,,-25,-35,-21,,,-18,-25,-18,,,-3,-36,,-50,6,,-52,,,-47,-14,,5,-3,,,,,-16,-25,,,-11,,10,-12,-7,,,,,-17,,-32,38,,-58,-27,-40,,,-10,,-10,-32,-11,-5,,14,9,5,,,-1,48,-36,,-69,,,,,,,,,,,,,,,-44,,,,,-67,,,,,-30,,-38,,-13,,-86,,,,-54,,-40,-44,,-24,-59,,-45,-43,,-22,,-20,-79,-39,-49,-55,-62,,,-40,,-30,-57,,,-15,-36,-46,,,-45,,,-20,-13,-56,-26,-44,-70,-36,-43,-47,,-46,-41,-53,-44,,,,-32,,-55,-29,,,-51,,,,,,-47,-44,,-41,-31,,-21,-26,-55,-15,,-10,-29,-38,-8,-17,-22,-7,-13,-41,-20,-17,-39,,-35,-18,-12,-33,-22,-25,-26,-23,,,,,,-37,,,,,,,-32,-36,,,-14,-19,05/08/2021 06:16:17 +1000
2020-06-26,-36,-32,-33,,-60,-12,,-67,,,2,,-35,,,-15,-21,-15,-4,-33,-23,-39,-5,-21,-36,-31,-10,-37,-9,-29,,,-52,,-21,,,-9,,,,-9,-16,-29,,,-23,-21,-30,,,,5,,-18,-17,,,-19,-41,-34,,,,-16,-50,-48,,-22,,-20,,-15,-21,-17,,-7,-23,-28,,-5,-15,-36,-3,,-17,-32,-20,,,-21,-46,-21,,,-6,-35,,-49,1,,-57,,,-45,-8,,-8,10,,,,,-13,-22,,,-10,,27,-12,-13,,,,,-13,,-27,39,,-66,-24,-37,,,-9,,-3,-31,-2,0,,11,10,5,,,9,47,-26,,-69,,,,,,,,,,,,,,-8,-38,,,,,-72,,-51,,,-17,,-31,,-3,,,,,,-51,,-32,-44,,-20,-59,,-37,-40,,-21,,-20,-78,-37,-45,-50,-61,,,-35,,-31,-43,,,-21,-28,-40,,,-41,,,-11,-15,-51,-16,-44,-67,-29,-34,-41,,-41,-37,-53,-40,,,,-21,,-51,-29,,,-47,,,,,,-40,-39,,-40,-31,,-24,-19,-59,-18,,-10,-28,-42,-11,-20,-25,-19,-29,-37,-19,-19,-38,,-38,-17,3,-32,-9,-18,-31,-21,,,,,,10,,,,,,,-16,-28,,,,-24,05/08/2021 06:16:17 +1000
2020-06-27,-30,-21,-23,,-42,-5,,-69,,,12,,-23,,,-9,-5,-12,-7,-27,-1,-10,-5,-16,-12,1,3,-17,1,-37,,,-38,,-20,,,-2,,,,3,-12,-26,,,-24,-16,-20,,,,12,,-17,15,,,-17,-27,-28,,,,-18,-44,-51,,-25,,-20,,-18,-14,,,12,-19,4,,-1,-10,-27,,,-17,-43,-24,,,-23,-38,-30,,,-7,-26,,-43,4,,-57,,,-42,4,,6,16,,,,,-11,-21,,,2,,26,-4,-9,,,,,0,,-25,55,,-53,-21,-33,,,,,5,-33,3,33,,23,12,16,,,21,,,,-71,,,,,,,,,,,,,,,-40,,,,,-69,,,,,-22,,-32,,,,,,,,-41,,-20,-22,,,-36,,-22,-20,,-32,,-21,-81,-10,-38,-36,-50,,,-28,,-29,-25,,,-23,-24,-46,,,-31,,,8,-18,,-9,-33,-52,-21,-57,-39,,-32,-27,,-36,,,,-18,,-40,-45,,,-33,,,,,,-34,-25,,-22,-34,,-23,-23,-73,-20,,0,-33,-70,-8,-23,-20,-1,,,-15,-25,-25,,-37,-19,-18,-29,-21,-23,-41,-22,,,,,,,,,,,,,,-23,,,,-16,05/08/2021 06:16:17 +1000
2020-06-28,-37,-33,-32,,-71,-13,,-75,,,23,,-29,,,-8,-11,-15,,-38,-13,-19,-12,-19,-15,-7,-13,-29,-3,-20,,,-44,,-32,,,-6,,,,20,-19,-33,,,-21,-23,-31,,,,4,,-18,41,,,-17,-35,-35,,,,-22,-50,-39,,-16,,-29,,-18,-14,,,6,-25,-6,,-11,-23,-35,,,-20,-36,-32,,,-34,-59,-39,,,-10,-41,,-55,4,,-65,,,-57,-14,,-7,21,,,,,-8,-30,,,-17,,8,-22,-9,,,,,-23,,-33,32,,-70,-34,-56,,,,,-27,-36,-21,,,19,7,2,,,5,,,,-79,,,,,,,,,,,,,,-49,-51,,,,,-76,,-58,,,-26,,-60,,,,,,,,-49,,-21,-35,,,-38,,-37,-31,,-40,,-22,-86,-29,-42,-37,-52,,,-28,,-33,-45,,,9,-27,-46,,,-28,,,3,-19,,-23,-35,-57,-17,-60,-33,,-34,-34,,-38,,,,,,-50,-36,,,-41,,,,,,-35,-30,,-24,-46,,-39,-39,-74,,,-27,-45,-58,-20,,-41,-35,,,-21,-32,-46,,-44,-26,-61,-48,,-41,-40,-38,,,,,,,,,,,,,,,,,,-34,05/08/2021 06:16:17 +1000
2020-06-29,-42,-35,-41,,-33,-23,,-71,,,-22,,-42,,,-25,-32,-26,,-22,-31,-46,-15,-21,-43,-41,-10,-46,-9,-35,,,-59,,-24,,,-17,,,,-21,-27,-39,,,-36,-37,-41,,,,3,,-21,-20,,,-27,-52,-45,,,,-24,-32,-43,,-31,,-23,,-21,-36,-7,,-33,-34,-37,,5,-16,-42,-9,,-21,-42,-28,,,-23,-33,-26,,,-7,-39,,-52,-7,,-55,,,-47,-20,,3,7,,,,,-23,-22,,,-22,,40,-18,-10,,,,,-16,,-30,29,,-57,-27,-38,,,-4,,-2,-22,-3,7,,17,0,-4,,,1,30,-20,,-69,,,,,,,,,,,,,,-27,-41,,,,,-69,,-46,,,-30,,-43,,-5,,,,,,-56,,-24,-50,,,-62,,-51,-49,,-32,,-24,-81,-42,-49,-58,-63,,,-40,,-28,-60,,,-25,-38,-45,,,-51,,,-13,-26,-47,-27,-51,-69,-40,-47,-32,,-52,-41,-44,-47,,,,-50,,-55,-24,,,-55,,,,,,-54,-46,,-47,-37,,-30,-23,-57,,,-20,-38,-48,-17,-14,-30,-8,-34,-29,-25,-26,-38,,-40,-26,-37,-37,-16,-28,-36,-30,,,,,,-16,,,,,,,-31,-36,,,-11,-24,05/08/2021 06:16:17 +1000
2020-06-30,-41,-38,-39,,-26,-20,,-68,,,-26,,-41,,,-25,-29,-22,1,-25,-31,-48,-14,-22,-43,-40,-10,-41,-1,-3,,,-57,,-25,,,-18,,,,-29,-25,-35,,,-29,-37,-42,,,,-6,,-2,-37,,,-24,-49,-43,,,,-27,19,-43,,-31,,-29,,-23,-32,-12,,-25,-33,-41,,-6,-13,-40,-5,-19,-23,-37,-25,,,-17,-36,-17,,,-7,-39,,-52,12,,-52,,,-46,-20,,-17,4,,,,,-26,-19,,,-23,,48,-16,-4,,,,,-25,,-31,-11,,-67,-28,-38,,,-16,,-2,-30,-11,-3,,4,19,-8,,,-8,14,-26,,-70,,,,,,,,,,,,,,-25,-39,,,,,-69,,,,,-28,,-47,,-1,,,,,,-58,,-41,-56,,-27,-65,,-57,-53,,-27,,-39,-80,-45,-54,-62,-68,,,-48,,-36,-58,,,-37,-39,-51,,,-60,,,-21,-35,-62,-33,-58,-72,-41,-45,-47,,-55,-43,-56,-51,,,,-48,,-54,-38,,,-55,,,,,,-54,-48,,-50,-32,,-28,-27,-48,-19,,-17,-39,-43,-19,-14,-30,-16,-28,-5,-15,-24,-38,,-36,-19,-35,-35,-26,-29,-38,-26,,,,,,-1,,,,,,,-27,-28,,,-23,-28,05/08/2021 06:16:17 +1000
2020-07-01,-41,-37,-38,,-18,-21,,-67,,,-27,,-39,,,-28,-30,-23,4,-34,-31,-45,-15,-19,-42,-39,-9,-41,-6,-35,,,-56,,-25,,,-16,,,,-24,-26,-35,,,-26,-36,-33,,,,-3,,-9,-37,,,-26,-46,-37,,,,-26,26,-37,,-32,,-18,,-25,-31,-10,,-6,-32,-40,,-9,-17,-43,0,-24,-19,-33,-21,,,-22,-27,-21,,,-14,-38,,-50,8,,-54,,,-45,-11,,5,17,,,,,-23,-19,,,-25,,31,-13,-12,,,,,-21,,-27,-6,,-53,-28,-39,,,-17,,-11,-35,-10,-9,,4,21,-18,,,-7,13,-32,,-68,,,,,,,,,,,,,,-24,-38,,,,,-71,,,,32,-25,,-38,,-7,,,,,,-58,,-39,-54,,-36,-60,,-56,-54,,-16,,-31,-80,-45,-53,-57,-67,,,-46,,-34,-57,,,-31,-39,-49,,,-60,,,-17,-36,-50,-34,-53,-72,-42,-45,-44,,-50,-45,-59,-50,,,,-35,,-54,-28,,,-54,,,,,,-54,-48,,-43,-33,,-29,-25,-52,-16,,-21,-34,-43,-13,-20,-32,-14,-13,-18,-18,-15,-39,,-37,-20,-36,-35,-27,-28,-31,-21,4,,,,,-24,,,,,,,-31,-26,,,-31,-29,05/08/2021 06:16:17 +1000
2020-07-02,-41,-34,-36,,-27,-16,,-65,,,-25,,-37,,,-22,-27,-21,-10,-35,-28,-39,-11,-21,-38,-37,-13,-44,12,-18,,,-54,,-23,,,-18,,,,-25,-24,-32,,,-30,-32,-37,,,,-3,,-12,-26,,,-24,-52,-34,,,,-22,22,-44,,-28,,-12,,-23,-27,-12,,,-30,-37,,5,-13,-43,-6,,-24,-33,-19,,,-19,-24,-15,,,-14,-38,,-49,9,,-52,,,-45,-11,,4,14,,,,,-23,-5,,,-23,,35,-12,-6,,,,,-20,,-27,-4,,-50,-28,-40,,,-14,,-1,-38,-7,-5,,9,30,-8,,,-3,46,-38,,-70,,,,,,,,,,,,,,,-42,,,,,-71,,,,,-31,,-31,,,,,,,,-60,,-44,-53,,-31,-64,,-56,-59,,-27,,-36,-81,-43,-61,-58,-66,,,-48,,-35,-61,,,-31,-41,-51,,,-60,,,-22,-37,-53,-33,-53,-73,-42,-40,-51,,-55,-52,-60,-55,,,,-50,,-60,-32,,,-57,,,,,,-55,-54,,-48,-30,,-24,-21,-53,-9,,-8,-30,-35,-15,-10,-24,-17,-22,-14,-22,-20,-39,,-35,-17,-13,-35,-23,-25,-26,-19,-33,,,,,-15,,,,,,,-27,-38,,,-4,-22,05/08/2021 06:16:17 +1000
2020-07-03,-38,-30,-33,,-28,-13,,-65,,,-13,,-32,-58,,-19,-22,-16,2,-28,-21,-38,-6,-20,-34,-30,-10,-35,-1,-39,,,-50,,-19,,,-9,,,,-4,-19,-32,,,-22,-22,-31,,,,3,,-12,-32,,,-21,-37,-34,,,,-15,-4,-42,,-23,,-16,,-17,-24,-9,,-13,-23,-35,,3,-7,-39,-2,,-22,-34,-19,,,-24,-46,-20,,,-17,-36,,-48,3,,-53,,,-45,-4,,3,10,,,,,-13,-2,,,-20,,50,-14,-5,,,,,-22,,-32,2,,-55,-26,-37,,,-15,,-2,-41,-7,-14,,6,29,-12,,,1,32,-33,,-69,,,,,,,,,,,,,,-16,-42,,,,,-74,,-50,,,-23,,-43,,-16,,,,,,-61,,-43,-56,,-33,-68,,-55,-60,,-34,,-40,-82,-52,-61,-59,-66,,,-46,,-40,-53,,,-32,-38,-55,,,-60,,,-24,-38,-55,-28,-56,-72,-42,-40,-51,,-52,-52,-54,-55,,,,-40,,-58,-42,,,-56,,,,,,-54,-53,,-51,-29,,-24,-20,-58,-12,,-9,-32,-38,-9,-6,-27,-12,-26,-38,-18,-15,-26,,-35,-11,-1,-35,-5,-22,-23,-14,,,,,,4,,,,,,,-13,-27,,,,-19,05/08/2021 06:16:17 +1000
2020-07-04,-32,-22,-23,,-18,-11,,-67,,,3,,-23,,,-16,-12,-12,-5,-46,-13,-7,-8,-8,-12,-1,-2,-19,13,-31,,,-36,,-16,,,-9,,,,-2,-10,-21,,,-14,-10,-14,,,,10,,-16,-30,,,-18,-30,-26,,,,-12,20,-49,,-23,,-22,,-23,-17,,,5,-17,-11,,1,-16,-31,,,-20,-39,-19,,,-26,-54,-29,,,-17,-29,,-44,1,,-54,,,-44,10,,65,15,,,,,-12,-11,,,-4,,51,-11,-7,,,,,-13,,-30,0,,-44,-20,-23,,,,,9,-39,8,25,,23,39,-2,,,10,85,,,-73,,,,,,,,,,,,,,,-46,,,,,-74,,,,,-33,,-39,,,,,,,,-52,,-34,-38,,,-45,,-38,-50,,-36,,-40,-84,-19,-56,-42,-60,,,-36,,-38,-36,,,-38,-27,-54,,,-53,,,-19,-32,,-21,-47,-61,-21,-58,-41,,-43,-44,,-49,,,,-41,,-49,-58,,,-41,,,,,,-41,-37,,-45,-29,,-17,-18,-73,,,0,-34,-61,-8,,-16,-1,,,-9,-6,-18,,-24,-13,3,-27,-10,-20,-33,-15,,,,,,,,,,,,,,-22,,,,-12,05/08/2021 06:16:17 +1000
