,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-04-04,-33,-32,-35,,-37,-33,-25,-37,-36,,-38,,-43,-55,,-29,-27,-37,-27,-39,-29,-34,-35,-30,-34,-41,-37,-45,-37,-38,,,-49,,-35,-29,-39,-33,,,,-27,-41,-42,,,-40,-41,,,-33,,-32,,-38,,,,-30,-42,-37,-30,,,-25,-39,-39,-26,-40,,-32,,-38,-29,-34,,,-39,-32,,-38,-30,-46,-30,-22,-28,-43,-32,,,-23,-18,-32,,,-25,-31,,-35,-28,,-37,,,-39,-27,,-33,-19,-29,,-25,-33,-27,-23,,,-29,,-45,-29,-19,-24,,,-29,-37,,-31,-24,,-42,-28,,,,-27,-32,-30,,-33,-29,-30,-27,-23,-27,,,-21,-26,,,-32,,,-35,,,,,,,,-35,,,,-34,,,,,-32,,,,-35,-44,,-32,,-39,,,,,,-38,,-33,-39,-47,-37,-38,,-44,-36,-32,-33,,-33,-33,-39,-45,-34,-54,,,-42,-35,-36,-40,,,-36,-36,-40,-31,,-35,,,-37,-33,-36,-42,-42,-54,-32,-25,-25,,-41,-42,,-44,,,,-34,,-48,-43,,,-48,,,,-38,-35,-41,-32,-36,-33,-27,-20,-23,-35,-33,-23,-39,-35,-29,-36,-31,-25,-35,-20,-8,-5,-21,-24,-34,,-40,-23,-37,-33,,-23,-40,-27,,,,,,,,,-25,,,-21,,,,,,-42,05/08/2021 06:16:34 +1000
2020-04-05,-36,-36,-37,,-37,-36,-29,-39,,,-40,,-54,-53,,-33,-30,-39,-29,-37,-31,-48,-35,-37,-42,-45,-37,-49,-28,-41,,,-48,,-40,-24,-47,-41,,,,-31,-45,-43,,,-44,-45,,,-37,,-26,,-32,,,,-37,-43,-41,-29,,,-31,-38,-45,-35,-41,,-31,,-42,-33,-30,,,-45,-43,,-40,-32,-51,-34,,-32,,-31,,,-25,,-31,,,-30,-33,,-37,-28,,-37,,,-41,-26,,-34,-18,-30,,,,-26,-21,,,-30,,-43,-31,-26,,,,,-38,,-32,-27,,-44,-30,,,,-24,,-33,,-32,-38,,-29,-23,-29,,,-23,-28,,,-33,,,-38,,,,,,,,,,,,-33,,,,,-36,,,,-28,-44,,,,-37,,,,,,-42,,-37,-44,-49,-39,-44,,-48,-43,,-37,,-38,-38,-43,-46,-39,-51,,,-46,-33,-36,-44,,,-34,-43,-39,-28,,-42,,,-41,-33,-50,-50,-43,-57,-37,-21,-30,,-47,-43,,-43,,,,-34,,-48,-45,,,-49,,,,,-37,-50,-36,-37,-35,-29,,-29,-38,-40,,-39,-37,-30,,-35,-29,-36,-24,-13,,-28,-25,-38,,-44,-25,-38,-33,,-25,-42,-28,,,,,,,,,,,,,,,,,,-39,05/08/2021 06:16:34 +1000
2020-04-06,-37,-45,-39,-24,-19,-33,-19,-48,-20,,-35,,-51,-42,,-28,-29,-41,-23,-22,-39,-53,-28,-31,-53,-57,-20,-64,-19,-23,,,-64,,-40,-18,-19,-31,-19,-6,,-25,-43,-59,,-22,-46,-59,-66,,-15,-8,-26,-9,-20,-60,-24,,-32,-69,-49,-19,-35,,-29,-24,-26,-31,-54,0,-21,-15,-52,-40,-20,,-27,-57,-49,,-25,-21,-65,-21,-19,-29,-62,-27,-36,,-8,-12,-13,,-8,-15,-33,,-47,-19,,-31,-12,-19,-35,-27,,-23,-21,-18,-22,-20,-25,-27,-17,,-17,-34,-10,-36,-34,-21,-24,-30,-23,-11,-33,-16,-24,-22,-21,-27,-25,-50,-25,-19,-30,-37,-31,-34,-34,-34,-9,-24,-18,-27,,-36,-21,-25,-43,,-34,,,-19,,-10,,-5,,-17,,-39,-11,-10,-21,-24,,-20,-17,-20,-26,,-15,,-28,-38,-21,-31,,-20,-14,,-28,,-19,-43,,-32,-49,-35,-27,-55,,-61,-38,-22,-32,,-33,-34,-45,-55,-45,-68,-27,,-53,-26,-33,-58,-25,-39,-33,-37,-37,-22,,-48,-22,-26,-48,-26,-33,-51,-48,-68,-35,-23,-27,-22,-54,-54,-39,-56,-33,,,-42,,-62,-34,-27,,-64,-38,-16,-15,-26,-27,-56,-34,-25,-35,-29,-15,-24,-38,-34,-10,-21,-36,-32,-36,-26,-9,-35,-27,-6,-7,-24,-23,-39,-48,-57,-24,-45,-38,-48,-24,-50,-28,,,,-13,-12,,,-10,-25,-23,,-25,-34,-46,,,-3,-45,05/08/2021 06:16:34 +1000
2020-04-07,-39,-46,-42,-34,-27,-37,-23,-49,-23,,-36,-25,-53,-43,,-30,-33,-43,-26,-28,-41,-57,-31,-35,-55,-59,-25,-64,-24,-28,,,-66,,-41,-20,-24,-34,-23,-15,,-27,-46,-61,,-20,-46,-61,-68,,-21,-16,-27,-20,-27,-63,-24,-23,-37,-70,-51,-22,-38,,-33,-30,-29,-36,-56,-2,-27,-20,-53,-43,-25,,-35,-58,-51,,-33,-25,-66,-24,-25,-32,-64,-30,-40,,-14,-14,-20,,-18,-18,-37,,-49,-23,,-35,-21,-24,-38,-31,,-29,-26,-27,-26,-30,-32,-30,-23,,-24,-36,-19,-40,-36,-25,-33,-28,-18,-17,-36,-24,-30,-28,-21,-32,-29,-49,-37,-23,-35,-44,-32,-40,-36,-37,-13,-28,-19,-31,,-36,-26,-31,-43,,-37,,,-28,,-19,,-12,,-24,,-41,-7,-17,-24,-28,,-28,-24,-22,-32,,-20,,-32,-45,-24,-33,,-21,-21,,-33,,-26,-46,,-37,-53,-36,-28,-59,,-63,-41,-27,-35,,-37,-37,-48,-57,-48,-69,-24,,-56,-34,-37,-59,-27,-36,-35,-39,-41,-26,-42,-52,-22,-25,-49,-29,-42,-53,-50,-69,-37,-24,-29,-28,-56,-56,-41,-59,-35,,,-43,,-64,-37,-30,,-66,-50,-18,-23,-33,-30,-57,-38,-27,-40,-31,-18,-26,-41,-38,-13,-29,-35,-33,-35,-28,-12,-39,-29,-7,-10,-25,-26,-41,-45,-58,-25,-49,-39,-53,-27,-50,-31,,,,-16,-24,,,-14,-29,-27,,-25,-37,-46,,,-6,-46,05/08/2021 06:16:34 +1000
2020-04-08,-39,-47,-41,-32,-23,-38,-25,-50,-31,,-35,,-54,-47,,-33,-33,-43,-24,-28,-41,-56,-31,-34,-55,-58,-25,-65,-23,-29,,,-66,,-41,-20,-27,-35,-20,-9,,-31,-46,-61,,-18,-47,-59,-68,,-24,-20,-27,-14,-25,-60,-21,-21,-36,-70,-50,-23,-39,,-33,-29,-30,-34,-56,-11,-28,-15,-54,-43,-24,,-35,-57,-51,,-32,-22,-66,-25,-25,-32,-65,-30,-40,,-12,-12,-18,,-18,-19,-37,,-49,-27,-16,-35,-25,-20,-39,-32,,-31,-28,-29,-23,-30,-29,-32,-22,,-16,-37,-21,-41,-38,-25,-31,-27,-25,-21,-38,-19,-30,-28,-26,-32,-28,-46,-33,-25,-36,-40,-33,-39,-34,-37,-12,-27,-19,-30,,-36,-24,-29,-46,,-37,,,-28,,-20,,-20,,-20,,-42,-10,-20,-25,-27,,-26,-23,-24,-27,,-18,,-29,-43,-26,-35,,-21,-22,,-29,,-23,-45,,-36,-52,-36,-31,-55,,-62,-40,-24,-35,,-37,-36,-47,-56,-46,-69,-26,,-55,-30,-36,-60,-27,-35,-34,-38,-41,-25,-42,-50,-27,-30,-49,-28,-40,-52,-49,-69,-38,-25,-32,-24,-55,-55,-41,-58,-36,,,-42,,-64,-37,-31,,-65,-46,-25,-24,-30,-29,-55,-38,-30,-39,-30,-18,-27,-41,-36,-15,-26,-36,-34,-39,-28,-13,-38,-27,-6,-11,-25,-29,-41,-46,-57,-23,-48,-39,-51,-25,-52,-31,,,,-19,-20,,,-19,-24,-28,,-24,-37,-47,,,-6,-46,05/08/2021 06:16:34 +1000
2020-04-09,-40,-48,-42,-32,-24,-38,-25,-50,-29,,-37,,-53,-46,,-34,-34,-42,-25,-29,-43,-57,-34,-36,-55,-58,-26,-64,-23,-31,,,-67,,-44,-24,-23,-36,-21,-15,,-31,-48,-62,,-27,-46,-60,-69,,-26,-21,-30,-15,-22,-62,-20,-21,-37,-71,-51,-24,-43,,-36,-30,-31,-35,-56,-12,-30,-15,-54,-43,-23,,-35,-57,-51,,-34,-26,-67,-27,-27,-34,-66,-32,-39,,-15,-16,-21,,-19,-21,-39,,-50,-27,-22,-39,-21,-22,-40,-35,,-33,-30,-32,-23,-29,-32,-33,-25,,-26,-39,-19,-38,-38,-27,-35,-35,-24,-20,-38,-29,-32,-30,-23,-33,-31,-46,-37,-31,-38,-44,-35,-41,-35,-40,-22,-31,-23,-33,,-44,-27,-34,-45,,-39,,,-30,-28,-26,,-17,,-27,,-41,-22,-20,-28,-27,,-31,-26,-24,-28,,-23,,-31,-43,-21,-35,,-21,-25,,-31,,-23,-46,,-37,-53,-34,-28,-58,,-61,-42,-29,-37,,-38,-39,-46,-56,-49,-70,-28,,-56,-29,-37,-60,-24,-38,-37,-40,-41,-28,-42,-50,-31,-30,-50,-31,-44,-53,-50,-69,-39,-26,-32,-29,-55,-55,-41,-58,-39,,,-45,,-64,-36,-37,,-66,-49,-19,-24,-30,-32,-56,-40,-31,-39,-31,-17,-26,-39,-38,-19,-30,-36,-33,-38,-30,-15,-39,-29,-7,-11,-29,-28,-42,-46,-58,-26,-46,-40,-58,-27,-51,-32,,,,-16,-24,,,-17,-30,-26,,-25,-40,-48,,,-8,-48,05/08/2021 06:16:34 +1000
2020-04-10,-82,-87,-82,-78,-78,-80,-81,-83,-71,,-81,-63,-81,-75,,-86,-83,-79,-75,-82,-84,-87,-80,-82,-86,-89,-76,-87,-74,-76,,-77,-85,,-79,-76,-73,-82,-75,-83,,-84,-83,-88,-79,-72,-81,-89,-91,-79,-78,-71,-80,-75,-74,-88,-65,-69,-80,-91,-84,-76,-85,,-84,-77,-80,-85,-85,-72,-79,-75,-82,-86,-81,,-78,-87,-89,,-76,-80,-86,-79,-84,-78,-90,-79,-80,,-74,-70,-78,,-81,-82,-81,-75,-85,-76,-75,-78,-73,-68,-81,-82,,-74,-71,-75,-57,-74,-79,-83,-76,-72,-74,-83,-66,-76,-84,-75,-78,-80,-76,-73,-79,-72,-80,-77,-74,-70,-78,-80,-83,-73,-78,-79,-80,-77,-80,-82,-75,-79,-76,-78,-75,-81,-79,-81,-85,-75,-79,,-79,-80,-71,-80,-69,-66,,-78,-75,-80,-67,-73,-81,-78,,-78,-77,-76,-80,,-77,,-79,-79,-75,-82,,-77,-82,-75,-81,,-80,-84,,-78,-86,-75,-77,-86,,-87,-83,-73,-86,,-84,-82,-87,-86,-85,-89,-78,,-85,-71,-84,-87,-72,-85,-80,-82,-81,-78,-80,-86,-82,-78,-86,-77,-84,-85,-87,-86,-85,-73,-83,-76,-86,-86,-85,-86,-75,-72,,-86,,-88,-79,-79,-74,-88,-82,-72,-75,-80,-78,-87,-83,-84,-85,-77,-77,-78,-82,-79,-72,-71,-80,-81,-78,-78,-74,-82,-81,-62,-58,-76,-71,-83,-79,-81,-75,-80,-81,-80,-78,-84,-78,,-73,-75,-74,-78,,-75,-72,-80,-66,-77,-77,-83,-85,,,-53,-82,05/08/2021 06:16:34 +1000
2020-04-11,-41,-40,-43,,-42,-43,-36,-45,-40,,-45,,-48,-57,,-39,-38,-45,-34,-49,-39,-47,-43,-41,-41,-48,-41,-50,-41,-41,,,-52,,-43,-37,-40,-45,-34,-30,,-37,-47,-50,,,-45,-45,,,-47,,-37,,-40,,,,-37,-48,-41,-35,,,-39,-44,-39,-42,-47,,-38,,-46,-40,-44,,,-45,-42,,-44,-36,-52,-42,-42,-37,-59,-40,,,-30,-30,-37,,,-41,-39,,-42,-36,,-44,,,-46,-32,,-38,-26,-38,,-35,-38,-36,-35,,,-38,,-49,-38,-38,-34,-51,,-29,-43,,-38,-36,,-39,-35,,,,-38,-38,-35,-43,-37,-37,-36,-34,-30,-35,,,-32,-37,,,-37,,,-40,,,,,,,,-40,,,,-38,,,,,-33,,,,-38,-47,,-42,,-34,,,,,,-45,,-43,-48,-47,-49,-45,,-49,-46,-36,-44,,-44,-40,-48,-49,-42,-54,,,-46,-42,-42,-47,,,-42,-46,-46,-35,,-41,,,-46,-38,-46,-48,-50,-60,-41,-31,-41,,-47,-48,-45,-51,,,,-45,,-55,-48,,,-53,,,,-41,-42,-47,-44,-53,-42,-32,-28,-30,-40,-39,-33,-38,-39,-35,-43,-37,-31,-39,-31,-14,-24,-28,-32,-39,,-42,-28,-39,-37,,-29,-42,-33,,,,,,,,,-34,,,-29,,,,,,-44,05/08/2021 06:16:34 +1000
2020-04-12,-43,-44,-48,,-33,-49,-40,-51,,,-50,,-64,-57,,-51,-45,-50,-44,-47,-48,-58,-46,-50,-53,-60,-45,-55,-45,-48,,,-53,,-50,-37,-42,-55,,,,-45,-53,-55,,,-50,-56,,,-34,,-45,,-42,,,,-46,-50,-48,-43,,,-46,-43,-51,-43,-50,,-41,,-50,-50,-46,,,-56,-56,,-45,-42,-54,-42,-49,-45,,-42,,,-27,,-36,,,-32,-39,,-43,-31,,-39,,,-46,-36,,-36,-26,-36,,,-38,-34,-26,,,-36,,-46,-38,-28,,,,,-43,,-37,-30,,-47,-37,,,,-39,,-45,,-37,-45,,-38,-34,-40,,,-34,-39,,,-40,,,-38,,,,,,,,,,,,-36,,,,,-36,,,,-35,-47,,-44,,-30,,,,,,-47,,-38,-49,-50,-39,-44,,-50,-49,,-44,,-46,-46,-48,-51,-45,-52,,,-52,-43,-42,-47,,,-40,-48,-46,-32,,-46,,,-46,-37,,-50,-51,-60,-46,-32,-39,,-51,-49,,-49,,,,-50,,-52,-49,,,-52,,,,,-38,-53,-44,-40,-45,-31,,-31,-40,-37,,-29,-39,-32,,-33,-28,-36,-28,-18,,-33,-28,-40,,-46,-28,-37,-34,,-24,-38,-29,,,,,,,,,,,,,,,,,,-41,05/08/2021 06:16:34 +1000
2020-04-13,-78,-84,-79,-76,-70,-76,-73,-81,-67,,-80,-60,-80,-70,,-83,-79,-75,-72,-78,-81,-85,-77,-79,-83,-86,-73,-87,-66,-72,,-77,-85,,-76,-74,-70,-77,-71,-73,,-81,-78,-86,-76,-69,-79,-87,-90,,-71,-66,-76,-64,-68,-85,-68,-68,-76,-90,-83,-71,-82,,-80,-75,-72,-82,-84,-69,-73,-67,-80,-84,-74,,-76,-86,-86,,-69,-76,-84,-73,-81,-75,-86,-74,-82,,-70,-69,-74,,-79,-78,-77,,-82,-69,-71,-74,-71,-64,-76,-78,-71,-70,-68,-66,-54,-70,-74,-78,-72,-71,-68,-78,-70,-72,-81,-71,-71,-78,-77,-71,-74,-65,-75,-73,-65,-66,-74,-81,-81,-68,-76,-78,-78,-78,-76,-81,-70,-75,-72,-73,-68,-80,-72,-79,-81,-69,-77,,-72,-80,-65,-76,,-67,,-75,,-82,-65,-68,-78,-73,,-71,-72,-78,-75,,-67,,-72,-78,-73,-78,-74,-73,-75,-70,-81,-71,-73,-80,,-73,-83,-69,-75,-83,-76,-84,-77,-69,-80,,-79,-76,-84,-83,-80,-88,-73,,-82,-67,-78,-83,-65,-80,-75,-76,-76,-71,-75,-83,-75,-74,-84,-71,-81,-82,-84,-86,-77,-68,-79,-72,-82,-83,-79,-83,-76,-70,,-82,,-86,-74,-74,,-86,-77,-59,-69,-74,-69,-83,-78,-80,-80,-73,-71,-74,-78,-76,-68,-63,-76,-77,-76,-75,-70,-81,-77,-64,-57,-72,-66,-80,-75,-81,-71,-82,-77,-84,-73,-82,-74,,-73,-65,-67,-67,,-70,-71,-76,-63,,-74,-77,-84,,,-50,-80,05/08/2021 06:16:34 +1000
2020-04-14,-42,-50,-46,-37,-28,-40,-31,-52,-28,,-45,-24,-55,-45,,-37,-39,-46,-33,-32,-46,-59,-39,-40,-56,-60,-31,-65,-31,-34,,,-65,,-45,-27,-32,-40,-27,-21,,-35,-49,-64,,-29,-50,-61,-69,,-23,-27,-34,-27,-29,-62,-27,-30,-42,-69,-53,-29,-44,,-39,-33,-33,-41,-57,-13,-34,-25,-54,-47,-27,,-39,-60,-55,,-35,-29,-67,-33,-29,-38,-67,-35,-40,,-19,-13,-26,,-24,-24,-38,,-49,-24,,-34,-24,-24,-39,-34,,-32,-29,-28,-23,-34,-30,-33,-25,,-15,-37,-19,-37,-36,-29,-31,-37,-22,-17,-37,-25,-31,-29,-24,-34,-34,-52,-43,-29,-41,-48,-36,-40,-39,-43,-19,-34,-25,-35,,-40,-29,-38,-48,,-40,,,-36,,-25,,-25,,-26,,-44,-21,-25,-29,-42,,-41,-45,-44,-47,,-35,,-43,-58,-36,-52,,-35,-33,,-44,,-43,-47,,-38,-53,-35,-29,-57,,-62,-44,-25,-38,,-39,-39,-48,-58,-49,-71,-21,,-57,-30,-40,-60,-28,-42,-36,-41,-43,-24,-46,-53,-24,-26,-50,-28,-44,-53,-51,-70,-39,-21,-32,-25,-55,-56,-44,-58,-39,,,-47,,-65,-36,-30,,-66,-47,-13,-22,-32,-30,-57,-41,-27,-42,-35,-26,-32,-42,-41,-22,-31,-39,-35,-42,-31,-18,-44,-31,-12,-19,-29,-32,-44,-42,-58,-29,-51,-41,-55,-30,-52,-35,,,,-23,-30,,,-22,-32,-28,,-29,-42,-51,,,-12,-47,05/08/2021 06:16:34 +1000
2020-04-15,-41,-49,-44,-35,-28,-39,-30,-50,-32,,-41,,-56,-46,,-37,-37,-43,-28,-32,-43,-56,-36,-37,-55,-59,-28,-65,-30,-34,,,-66,,-41,-27,-30,-36,-29,-17,,-33,-48,-62,,-29,-48,-60,-69,,-28,-33,-32,-25,-31,-62,-24,-20,-39,-70,-52,-25,-41,,-36,-32,-32,-37,-55,-23,-32,-20,-53,-46,-28,,-37,-59,-53,,-37,-29,-66,-28,-31,-35,-63,-32,-42,,-16,-13,-23,,-21,-22,-38,,-49,-25,-27,-36,-24,-21,-39,-35,,-31,-30,-28,-23,-29,-34,-34,-23,,-21,-38,-21,-39,-39,-28,-29,-25,-26,-23,-38,-22,-29,-28,-28,-36,-33,-50,-42,-26,-40,-46,-35,-42,-37,-42,-21,-33,-26,-34,-29,-42,-28,-36,-47,,-40,,,-36,,-26,,-22,,-23,,-43,-21,-25,-34,-36,,-33,-47,-37,-38,,-29,,-36,-48,-36,-45,,-29,-30,,-36,,-35,-45,,-36,-51,-37,-30,-54,,-61,-42,-27,-37,,-37,-37,-47,-56,-47,-69,-27,,-54,-27,-37,-60,-24,-35,-33,-38,-41,-27,-44,-51,-27,-23,-50,-25,-40,-52,-50,-70,-38,-26,-30,-26,-54,-55,-39,-57,-41,,,-47,,-65,-37,-25,,-66,-41,-17,-24,-26,-28,-55,-39,-26,-40,-34,-26,-33,-42,-39,-21,-32,-39,-35,-43,-31,-21,-42,-30,-15,-17,-28,-32,-45,-49,-58,-28,-48,-42,-55,-29,-56,-34,,,,-25,-26,,,-23,-31,-30,,-27,-40,-50,,,-7,-47,05/08/2021 06:16:34 +1000
2020-04-16,-41,-49,-43,-33,-30,-37,-26,-49,-29,,-42,,-53,-49,,-36,-37,-42,-28,-29,-43,-56,-36,-37,-55,-59,-28,-64,-31,-31,,,-65,,-43,-27,-26,-37,-25,-14,,-31,-49,-62,,-33,-50,-61,-68,,-26,-27,-33,-21,-28,-59,-30,-23,-40,-68,-51,-29,-43,,-37,-30,-34,-37,-56,-23,-31,-21,-53,-45,-26,,-38,-58,-52,,-35,-30,-65,-30,-29,-36,-64,-32,-38,,-18,-13,-25,,-25,-25,-38,,-49,-25,-25,-37,-25,-22,-40,-35,,-34,-29,-29,-20,-28,-30,-33,-24,,-23,-37,-20,-40,-38,-28,-33,-24,-26,-22,-37,-24,-31,-29,-23,-33,-34,-50,-39,-33,-41,-47,-37,-42,-39,-44,-27,-34,-27,-35,-31,-43,-28,-37,-46,,-41,,,-36,-28,-25,,-23,,-27,,-45,-27,-23,-33,-35,,-28,-45,-39,-36,,-32,,-38,-48,-30,-39,,-27,-33,,-35,,-31,-44,,-35,-50,-37,-27,-56,,-60,-41,-23,-35,,-36,-37,-45,-56,-45,-68,-27,,-54,-25,-35,-59,-22,-34,-32,-39,-39,-25,-48,-47,-21,-29,-48,-25,-40,-51,-48,-68,-38,-25,-31,-26,-53,-53,-37,-56,-35,,,-44,,-64,-34,-31,,-64,-47,-15,-25,-29,-29,-54,-38,-26,-39,-34,-23,-32,-42,-39,-26,-35,-39,-35,-41,-32,-21,-43,-30,-13,-14,-31,-31,-45,-45,-57,-30,-48,-41,-56,-31,-56,-35,,,,-24,-22,,,-20,-32,-29,,-27,-41,-51,,,-7,-47,05/08/2021 06:16:34 +1000
2020-04-17,-39,-46,-41,-30,-27,-35,-27,-47,-27,,-38,,-52,-49,,-33,-34,-40,-28,-28,-42,-54,-33,-34,-53,-57,-28,-63,-30,-32,,,-63,,-40,-24,-24,-34,-25,-14,,-30,-48,-59,,-30,-46,-58,-65,,-25,-23,-30,-27,-29,-59,-27,,-36,-67,-48,-25,-37,,-35,-33,-33,-31,-53,-15,-28,-21,-52,-41,-26,,-31,-56,-50,,-36,-24,-61,-27,-25,-33,-61,-32,-36,,-15,-8,-20,,-20,-23,-35,,-47,-20,,-32,-18,-14,-37,-31,,-27,-22,-22,-15,-24,-23,-30,-17,,-13,-35,-12,-36,-34,-22,-27,-27,-20,-14,-33,-25,-27,-23,-33,-29,-31,-50,-37,-25,-38,-43,-35,-37,-38,-41,-23,-30,-25,-32,,-40,-26,-31,-44,,-39,,,-33,,-26,,-19,,-25,,-42,-16,-15,-33,-34,,-29,-41,-32,-35,,-28,,-35,-47,-35,-40,,-25,-26,,-36,,-36,-43,,-34,-47,-37,-27,-53,,-58,-40,-22,-33,,-35,-34,-43,-53,-46,-66,-27,,-52,-22,-34,-56,-20,-32,-32,-38,-38,-28,,-47,-17,-22,-46,-26,-36,-50,-47,-67,-36,-20,-26,-25,-52,-52,-37,-55,,,,-41,,-60,-35,-26,,-63,-47,-15,-20,-26,-27,-52,-37,-24,-36,-33,-25,-29,-41,-37,-24,-31,-37,-34,-40,-29,-20,-40,-28,-14,-12,-28,-30,-42,-46,-57,-28,-44,-41,-51,-28,-53,-32,,,,-31,-19,,,-20,-32,-26,,-26,-38,-44,,,-6,-48,05/08/2021 06:16:34 +1000
2020-04-18,-30,-26,-31,,-31,-29,-24,-31,,,-31,,-43,-52,,-27,-24,-32,-22,-33,-26,-29,-31,-26,-30,-37,-34,-41,-33,-37,,,-44,,-29,-22,-36,-28,,,,-21,-36,-35,,,-38,-37,,,-32,,-26,,-34,,,,-28,-33,-32,-26,,,-23,-31,-34,-21,-33,,-27,,-35,-28,-30,,,-32,-26,,-38,-28,-36,-27,-20,-28,-43,-29,,,-21,-21,-30,,,-28,-30,,-32,-25,,-36,,,-38,-24,,-29,-18,-26,,-22,-28,-27,-21,,,-29,,-39,-27,-21,-27,,,-25,-33,,-27,-23,,-40,-26,,,,-28,-26,-28,,-30,-30,-26,-26,-24,-23,,,-20,-28,,,-30,,,-29,,,,,,,,-31,,,,-33,,,,,-32,,,,-33,-42,,-30,,-30,,,,,,-33,,-30,-33,-45,-30,-34,,-36,-32,-32,-28,,-28,-26,-35,-38,-30,-44,,,-35,-38,-29,-35,,,-32,-31,-36,-24,,-28,,,-34,-29,-34,-36,-35,-49,-28,-24,-29,,-35,-36,,-37,,,,-31,,-42,-39,,,-39,,,,-36,-32,-36,-28,-29,-27,-25,-24,-20,-33,-30,-24,-36,-32,-26,-38,-28,-23,-30,-20,-12,-12,-23,-23,-30,,-38,-20,-33,-31,,-23,-39,-25,,,,,,,,,,,,-15,,,,,,-37,05/08/2021 06:16:34 +1000
