,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-05-06,-30,4,-23,,-29,-11,-29,-11,-37,-54,-33,,,-68,,-20,-22,7,-53,-37,-12,9,-8,-18,-8,-8,-25,21,-44,-42,,,-54,,-20,,-34,-20,,,,-14,8,2,,-62,0,2,,,-30,,-31,,-55,-3,,-50,-17,-29,-3,,,,-24,-33,-58,,5,-46,-1,-14,-30,-9,-18,,-45,11,6,,-46,-41,-28,-19,,-11,9,-24,,,0,,22,,,,-25,,-20,-27,,-34,-51,,-40,-14,-67,-42,-16,-29,-5,-29,,-20,0,,-53,-12,,-48,2,,-23,,,,-31,-31,-23,-24,,-62,-17,-39,10,-39,,,11,-18,9,38,-27,-8,-32,7,,,-5,-2,,-55,,,,,,,,,,,,-14,,,,-59,,,,-50,-54,,,,,-56,-60,-53,,-27,,,,,-47,-37,,-30,36,-72,-36,-19,,14,-12,-54,-54,,-26,-37,-6,4,-35,-16,-66,,11,-37,-11,-18,-55,,-48,-40,-36,-33,,-18,,,-18,-26,,16,-48,-65,-22,-36,,-58,1,3,,-16,,,,3,-70,-35,-49,-76,,-18,-65,,,-61,-49,-23,-29,,-42,-50,-54,-48,-49,-44,-53,-79,-46,-66,-45,-41,,-54,-33,,-5,-34,-61,-51,-37,-72,-44,-47,-44,,-44,-52,-33,-2,-80,,,,-14,,,-52,,,,,-46,,-57,,-17,05/08/2021 06:16:00 +1000
2020-05-07,-25,-2,-21,,-24,-1,-14,-14,-31,-35,-38,,,-52,,-11,10,16,-48,-19,-1,14,-10,-8,22,4,-35,26,-35,-39,,,-49,,-11,,-28,-6,,,,0,27,25,,-54,,16,,,-31,,-32,,-51,-23,,-51,-11,-22,-14,,,,5,-31,-53,,3,,-13,,-9,-11,-22,,-49,28,25,,-32,-44,-32,,,-19,-10,-15,,,6,,24,,,,-20,,-15,-8,,-20,-46,,-25,-10,-63,-26,-13,-29,-1,,,-19,-13,,-44,10,,-48,11,,-16,,,,-27,-31,-14,-30,,-67,-23,-41,-3,-45,,,-9,-34,9,23,-51,-14,-32,-8,,,-2,9,,-62,,,,,,,,,,,,-23,,,,-54,,,,-55,-30,,,,,-46,,-44,,-11,,,,,,-37,,-26,20,-58,,-31,,23,-15,-48,-41,,-25,-23,3,16,-32,-2,-72,,29,-43,-26,-19,-53,,-47,-43,-41,-31,,-33,,,-30,,,16,-45,-63,-10,-25,,-58,7,8,,-5,,,,,,-48,-54,,,-17,-74,,,-66,-52,-23,-8,,-39,-38,-59,-36,-16,-20,-53,-80,-24,-49,-43,-25,,-36,-21,,-3,,-45,-38,-32,-65,-27,-14,-33,,-27,-15,-10,-2,,,,,-15,,,,,,,,-16,,-49,,-12,05/08/2021 06:16:00 +1000
2020-05-08,-23,22,-17,,-25,-5,-7,-7,-28,-44,-21,,,-53,,1,-1,36,-52,-20,3,40,-13,-1,-5,10,-36,37,-38,-31,,,-49,,-5,,-27,11,,,,0,45,21,,-53,27,24,,,-33,,-26,,-54,-1,,-43,-16,-17,-1,,,,6,-27,-56,,4,-46,4,,-12,1,-26,,-43,21,27,,-38,-50,-31,,,-14,13,-21,,,7,,27,,,,-18,,-15,-22,,-12,-45,,-23,-15,-71,-38,-12,-53,0,-17,,-13,6,,-44,16,,-47,19,,-45,-34,,-34,-29,-40,-10,-25,,-65,-33,-38,-19,-36,,,6,-43,-9,25,-39,-19,-5,-19,,,-9,-9,,-68,,,,,-47,,,,,,,-13,,,,-59,,,,-52,-35,,,,,-42,-54,-50,,-29,,-57,,,,-33,,-22,105,-74,-36,-7,,87,37,-64,-31,,4,-16,12,32,-24,23,-76,,77,-40,26,20,-50,,-47,-27,-42,-28,,-15,,,-11,,-60,36,-32,-52,7,-37,-44,-54,42,48,,21,,-80,,21,,-28,-49,-76,,15,-76,,,-75,-49,16,16,,-42,-29,-54,-24,9,-8,-51,-75,13,-37,-42,-10,,-26,21,,16,,-36,-13,,-67,-14,10,6,,-11,4,-8,14,-74,,,,6,,,,,,,,-2,,-6,,9,05/08/2021 06:16:00 +1000
2020-05-09,-32,-10,-25,,-36,17,-30,-16,-25,-50,26,,,-67,,-18,7,34,-72,-42,29,47,-26,24,-1,24,-24,42,-43,-49,,,-43,,-15,-38,-34,17,-18,,,12,46,23,,-59,37,50,,,-26,-42,-31,,-53,-7,,-51,-16,-4,-7,-30,,,6,-42,-58,,6,-48,-24,,-6,-6,-52,,-44,36,21,,-45,-54,-34,,,-33,1,-28,,,30,,50,,,,-14,,-1,-31,,10,-46,,-27,0,-58,-34,-22,-52,4,3,,-13,16,,-22,6,,-42,22,,-31,-4,,-36,-15,-37,-5,-22,,-64,-46,-54,-26,-51,-16,-9,-30,-59,-27,-7,-63,-31,-48,-48,,,-29,-24,,-78,-37,,,-39,-62,,,,,-55,,-47,,-47,,-74,,,-62,-61,-60,,,,,-71,-70,-68,,-66,,,,,-70,-69,,-57,-36,-92,-74,-64,,-39,-56,-81,-75,,-68,-58,-35,-46,-68,-62,-88,-100,-40,-55,-60,-56,-75,,-68,-68,-81,-67,,-64,,-65,-65,-61,,-54,-70,-79,-59,-56,-62,,-58,-45,-60,-55,,,,-41,,-72,-85,,,-43,-86,,,-85,-68,-57,-58,-58,-81,-20,-45,17,30,14,-52,-74,25,-44,-40,5,,-15,74,,8,-5,-34,-1,,-54,-20,33,-6,,-11,17,11,22,-63,,,,4,,,39,-17,,,,31,,-16,,21,05/08/2021 06:16:00 +1000
2020-05-10,-16,49,-15,,-11,-3,-32,-13,-22,-47,25,,,-58,,-4,6,31,-60,-15,24,32,-2,35,-39,0,-31,42,-33,-23,,,-52,,-19,,-16,-1,-16,,,24,35,13,,-50,-6,45,,,-35,-54,-33,,-48,18,,-30,-19,-6,-18,,,,-2,-33,-57,,-9,-44,6,,2,-1,-37,,-23,34,46,,-37,-31,-35,,,5,-6,-25,,,28,,62,,,,0,,4,1,,18,-33,,-19,14,-47,-14,4,-38,17,9,,10,52,,-32,17,,-33,32,-11,15,21,,-13,-3,-28,8,2,,-54,-22,-55,-9,-12,-13,13,14,-50,17,23,-55,0,-30,-39,,,2,-16,,-58,-19,,,,-40,,,,,-24,,,,-40,,-66,,,,-51,-46,-68,-45,,-48,-55,-74,-53,,-35,-60,-80,-52,,-49,-46,,-42,54,-83,-59,-11,,30,-31,-72,-70,,-41,-43,-12,-4,-46,-26,-86,,20,-53,-14,-5,-68,,-38,-45,-61,-27,-54,-21,-54,-45,-28,-57,-61,12,-44,-66,-50,-47,-42,-78,-2,-5,-50,-4,,-86,-72,-7,-84,-54,-66,,,-14,-74,,,-80,-62,-9,-37,-32,-49,-4,-28,28,52,54,-24,-66,36,-38,-20,14,,-14,,,2,-6,-14,17,,-27,-15,77,1,,42,25,4,12,-56,,,,12,-53,,,,,,,30,,-19,,9,05/08/2021 06:16:00 +1000
2020-05-11,-26,-10,-25,,-38,-6,-26,-16,-31,-61,-32,,,-67,,-19,-17,21,-58,-22,-6,4,-21,-13,-5,-17,-41,20,-48,-50,,,-51,,-16,,-21,-12,,,,-30,2,7,,-63,2,15,,,-35,,-25,,-62,-3,,-52,-26,-27,-14,,,,-19,-53,-63,,8,-48,0,,-20,-5,-36,,-48,6,13,,-44,-38,-31,-21,,-17,-2,-30,,,-1,,35,,,,-24,,-16,-28,,-5,-30,,-34,-13,-70,-42,-21,-35,11,-22,,-21,7,,-36,-3,,-43,-10,,-34,,,,-15,-26,-20,-16,,-61,-21,-25,5,-50,,,6,-32,11,18,-48,-13,-15,-17,,,-12,5,,-62,,,,,,,,,,,,-19,,,,-66,,,,-57,-60,,,,,-50,,-65,,-29,,,,,-54,-27,,-28,32,-77,,-1,,20,-6,-62,-42,,-24,-29,8,4,-21,-5,-83,,27,-27,2,-21,-62,,-48,-41,-40,-31,,4,,,-4,,,31,-51,-63,-13,-39,,-66,18,8,,-10,,,,,,-19,-49,,,-16,-75,,,-79,-42,-26,-21,,-23,-24,-68,-8,4,8,-47,-78,12,-42,-27,-3,,-22,,,0,,-28,-15,,-47,-13,25,-4,,-5,0,-7,-3,-76,,,,-3,-72,,,,,,,-4,,-37,,34,05/08/2021 06:16:00 +1000
2020-05-12,-30,-12,-29,,-39,-15,-17,-31,-35,-43,-32,,,-69,,-23,-19,1,-48,-40,-16,-7,-15,-17,-8,-16,-34,16,-42,-49,,,-55,,-18,,-34,-17,,,,-9,7,3,,-64,5,1,,,-42,,-37,,-55,-23,,-48,-22,-27,-27,,,,-23,-38,-55,,-5,-42,-14,,-31,-22,-28,,-54,19,7,,-34,-43,-50,,,-27,-18,-33,,,-2,,27,,,,-19,,-10,-27,,-14,-27,,-32,-4,-68,-37,-14,-32,3,,,-23,4,,-45,4,,-54,8,,-26,,,,-17,-22,-21,-13,,-69,-28,-34,-14,-44,,,-6,-42,-9,17,-62,-31,-15,-24,,,-8,6,,-65,,,,,,,,,,,,-10,,,,-67,,,,-66,-52,,,,,-56,,-57,,-51,,,,,,-41,,-39,11,-79,-41,-24,,-6,-26,-66,-52,,-33,-36,-5,-3,-39,-23,-79,,-8,-41,-21,-27,-63,,-51,-47,-48,-43,,-25,,,-32,-30,-61,8,-52,-62,-21,-39,,-55,-12,-14,,-25,,,,-1,,-37,-56,,,-20,-72,,,-76,-47,-31,-41,,-42,-18,-55,-13,12,7,-30,-69,14,-41,-25,-2,,-15,,,-4,,-27,-10,,-49,2,30,11,,-5,12,-2,-3,-61,,,,-10,-66,,,,,,,14,,-25,,24,05/08/2021 06:16:00 +1000
2020-05-13,-28,-4,-28,,-20,-18,-27,-21,-38,-46,-43,,,-58,,-29,-24,-2,-51,-27,-22,0,-20,-25,-15,-16,-33,17,-34,-40,,,-53,,-25,,-38,-28,,,,-25,0,-5,,-63,-8,-7,,,-28,,-28,,-54,-24,,-44,-13,-25,-20,,,,-24,-38,-59,,-9,-43,-16,,-33,-20,-30,,-52,3,-12,,-35,-44,-42,-23,,-19,-8,-27,,,-3,,19,,,,-19,,-10,-24,,-16,-38,,-31,-7,-67,-33,-15,-30,-4,-7,,-11,16,,-37,-7,,-46,6,,-23,,,,-27,-27,-14,-29,,-57,-25,-43,-9,-43,,,0,-33,-6,17,-36,-20,-33,-19,,,-13,-3,,-53,,,,,,,,,,,,-25,,,,-59,,,,-49,-56,,,,,-56,-65,-68,,-14,,,,,,-40,,-25,5,-74,-55,-16,,-7,-21,-51,-58,,-33,-48,-18,-7,-18,-27,-63,,-11,-40,-12,-27,-47,,-47,-39,-28,-35,,-16,,,-26,-43,,-17,-65,-67,-22,-34,,-51,-18,-12,,-32,,-67,,-28,,-37,-44,-76,,-24,-62,,,-62,-39,-42,-38,,-44,-19,-42,-17,-2,-1,-41,-69,15,-31,-19,-1,,-14,20,,-9,,-32,-9,,-52,-3,27,4,,-11,10,5,-10,-62,,,,-13,-64,,,,,,,8,,-10,,20,05/08/2021 06:16:00 +1000
2020-05-14,-24,11,-36,,-19,-15,-7,-43,-25,-46,-38,,,-52,,-14,-4,-9,-36,-18,-9,-8,-38,-16,6,-23,-40,-10,-40,-46,,,-60,,-23,,-30,-11,,,,-4,-5,-13,,-53,-18,-16,,,-30,,-33,,-55,-57,,-50,-34,-34,-55,,,,-3,-29,-72,,-37,,-24,,-23,-41,-18,,-53,-2,11,,-30,-38,-66,-25,,-31,-45,-42,,,10,,27,,,,-16,,-14,-6,,-14,-30,,-30,-8,-65,-16,-12,-18,6,,,-22,-6,,-42,11,,-31,9,,-24,,,,0,-32,-18,-19,,-65,-17,-38,-3,-18,,,1,-31,12,10,-40,-9,-38,-9,,,1,17,,-53,,,,,,,,,,,,-18,,,,-50,,,,-46,-25,,,,,-36,,-41,,-8,,,,,,-29,,-27,39,-58,,-16,,28,6,-44,-34,,-11,-21,6,23,-20,3,-68,-83,30,-35,-13,-7,-41,,-36,-37,-31,-21,,-6,,,-16,,,19,-45,-61,-8,-33,,-43,16,24,,3,,-72,,,-69,-38,-43,-66,,-15,-69,,,-61,-40,-20,-8,,-21,-15,-24,-11,4,12,-30,-65,13,-23,-17,6,,1,19,,-5,,-17,-11,4,-49,11,46,-3,,-15,34,19,-14,-53,,,,-15,-54,,,,,,,20,,1,,9,05/08/2021 06:16:00 +1000
2020-05-15,-26,26,-40,,-36,-20,-4,-50,-32,-50,-23,,,-54,,-9,-8,-8,-49,-3,-16,-1,-49,-19,-32,-26,-44,-22,-46,-43,,,-66,,-30,,-28,-4,,,,1,14,-28,,-60,-14,-23,,,-30,,-36,,-66,-66,,-43,-40,-43,-46,,,,2,-35,-70,,-54,-48,-29,,-30,-42,-22,,-60,-15,-9,,-35,-31,-71,,,-34,-50,-52,,,13,,41,,,,-14,,-9,-28,,-15,-38,,-22,41,-72,-34,-7,-49,10,-3,,-12,12,,-32,13,,-35,16,,-33,-4,,-29,-14,-43,-12,-17,,-59,-14,-23,21,-11,,,27,2,32,,-35,14,-4,-5,,,3,14,,-51,,,,,,,,,,,,,,,,-53,,,,-32,-35,-60,,-82,,-42,-57,-41,,-18,,,,,-48,-27,,-12,100,-65,,16,,80,56,-55,-26,,14,-12,16,34,-1,24,-72,-84,81,-29,31,21,-31,,-41,-18,-27,-33,,6,,,-4,,,47,-32,-50,26,-25,,-59,62,66,,10,,-70,-49,21,,-22,-29,-70,,15,-67,,,-72,-35,19,19,,-20,-21,-39,10,23,-3,-46,-75,25,-33,-30,2,,-7,38,,11,,-35,-3,,-61,4,45,15,,-10,30,3,-5,-77,,,,5,-61,,,,,,,22,,,,13,05/08/2021 06:16:00 +1000
2020-05-16,-14,50,-27,,-71,27,-5,-26,-12,-32,75,,,-76,,-3,2,22,-68,-1,30,49,-22,20,-1,23,-17,40,-44,-60,,,-45,,-18,,-20,27,,,,49,44,19,,-59,41,35,4,,-33,,-7,,-51,-37,,-47,7,13,-19,,,,25,-49,-51,,-14,-66,-16,,4,-13,-17,,-39,34,27,,-48,-16,-44,,,-36,-24,-18,,,29,,45,,,,-10,,8,-28,,2,-42,,-21,22,-52,-38,-6,-48,16,2,,-8,29,,-21,7,,-44,14,,16,40,,12,-13,-22,28,-13,,-63,-7,-26,38,-2,,,30,-16,27,39,-39,28,-22,-5,,,0,27,,-37,3,,,8,9,,,,,3,,0,,-30,,-55,,,,-39,-17,-48,,-83,,-46,-50,-27,,-45,,,,,-43,-11,,-20,56,-56,,29,,53,36,-59,-16,,6,-7,16,30,-6,46,-56,-84,49,-8,2,5,-49,,-31,-31,-40,-17,2,32,,,35,,57,46,-27,-42,-4,-18,-27,-62,38,49,,6,,-70,11,51,-77,6,-33,-40,,22,-42,,,-62,-15,7,13,,31,-19,-48,7,30,9,-49,-73,33,-43,-40,10,,-13,85,,12,-9,-26,1,,-52,-16,53,-6,,-1,11,8,-1,-60,,,,5,-61,,,,,,,24,,-12,,16,05/08/2021 06:16:00 +1000
2020-05-17,0,84,1,,-50,18,-3,8,-10,-52,112,,,-65,,44,2,51,-46,9,15,75,16,22,-18,22,-10,93,-43,-46,,,-47,,-8,,-9,30,,,,,64,35,,-49,22,73,,,-33,,-1,,-50,43,,-35,6,19,1,,,,36,-31,-44,,5,-50,40,,38,22,-18,,2,82,80,,-42,2,-22,,,18,7,3,,,21,,33,,,,-1,,12,-18,,9,-28,,-16,32,-47,-40,-18,-37,8,-24,,16,10,,-27,12,,-52,26,,41,67,,,-20,-19,12,-6,,-63,12,-29,48,43,37,,44,-16,50,60,-30,39,1,-9,,,17,32,,-18,,,,,,,,,,,,,,,,-59,,,,-49,-30,,-54,-84,,-42,-68,-46,,-38,-52,-81,,,-38,-10,,-7,80,-42,,57,,68,20,-37,-40,,1,-11,10,19,-6,10,-60,-82,54,-12,10,9,-39,,-11,-29,-9,0,,36,,,18,,71,64,-25,-43,-22,-31,,-56,38,42,,21,,-65,,16,-76,-18,-9,-54,,5,-30,,,-67,-19,8,6,,37,-13,-44,39,26,25,-41,-71,27,-43,-27,14,,-23,,,11,-20,-23,1,,-39,-21,53,-4,,24,27,-1,-5,-59,,,,4,-53,,,,,,,18,,-27,,12,05/08/2021 06:16:00 +1000
2020-05-18,-25,-3,-33,,-36,-28,-15,-23,-25,-59,-36,,,-65,,-18,-15,-1,-52,,-23,-12,-43,-31,-20,-30,-39,11,-50,-44,,,-54,,-33,,-27,-24,,,,-19,-7,-6,,-62,-10,-15,,,-27,,-28,,-70,-18,,-48,-39,-21,-23,,,,-21,-55,-67,,-11,-57,-15,,-31,-17,-22,,-50,-12,-12,,-46,-35,-41,-29,,-25,-13,-44,,,1,,37,,,,-29,,-16,-30,,-27,-49,,-37,-6,-74,-43,-36,-39,-7,-49,,-23,-2,,-42,-10,,-54,-11,,-19,,,-33,-37,-31,-17,-33,,-74,-11,-21,13,-40,,,15,-20,27,22,-44,2,-15,-6,,,-3,13,,-54,,,,,,,,,,,,-5,,,,-60,,,,-46,-51,,,,,-42,-67,-56,,-21,,,,,-46,-4,,-12,52,-58,,57,,50,16,-47,-26,,4,-3,25,29,-1,20,-77,-87,45,-8,30,-1,-49,,-33,-27,-5,-24,,50,,,28,,,59,-36,-52,-9,-36,,-60,48,31,,1,,-74,,,-74,24,-13,-64,,3,-57,,,-71,-28,-16,-2,,43,-27,-62,-4,-12,-5,-50,-75,7,-50,-37,-10,,-25,,,-7,,-29,-12,,-48,-24,20,-11,,-10,-5,-11,-13,-73,,,,-5,,,,,,,,-3,,-53,,28,05/08/2021 06:16:00 +1000
2020-05-19,-27,-7,-23,,-32,-8,-12,-21,-32,-38,-17,,,-57,,-14,-3,14,-37,-11,-15,10,-17,-10,1,-14,-27,21,-45,-43,,,-53,,-23,,-29,-11,,,,-11,4,7,,-61,14,5,,,-24,,-37,,-56,-9,,-43,-15,-22,-21,,,,-5,-29,-50,,9,-40,-17,,-22,-15,-13,,-46,18,8,,-32,-32,-40,,,-20,-13,-22,,,-3,,19,,,,-18,,-3,-29,,-49,-38,,-29,6,-76,-30,-15,-33,3,,,-19,-8,,-54,10,,-43,6,,-26,,,,-20,-41,-12,-31,,-72,-26,-30,-3,-19,,,-9,-43,-10,8,-44,-21,-16,-26,,,-8,4,,-56,,,,,,,,,,,,-21,,,,-55,,,,-55,-33,,,,,-40,,-39,,-26,,,,,-56,-36,,-41,7,-66,-41,-16,,3,-28,-54,-44,,-31,-32,-8,-7,-29,-14,-74,-84,-1,-33,-24,-27,-51,,-47,-37,-41,-36,,-15,,,-24,,,6,-55,-59,-18,-30,-60,-50,-9,-2,,-28,,-81,,-7,-75,-31,-49,-71,,-22,-68,,,-62,-32,-29,-38,,-20,-19,-45,0,3,6,-34,-64,14,-49,-26,0,,-17,,,-8,,-30,-11,,-48,-6,28,3,,-9,16,-7,1,-60,,,,-9,-54,,,,,,,0,,-46,,24,05/08/2021 06:16:00 +1000
2020-05-20,-27,-28,-17,,-33,-8,-31,-10,-32,-44,-23,,,-64,,-6,-6,6,-34,-40,-11,24,-12,-8,4,9,-27,42,-36,-43,,,-50,,-18,,-35,-15,,,,-15,21,10,,-54,19,4,,,-25,,-18,,-51,16,,-36,-8,-18,1,,,,3,-28,-51,,23,-42,5,,-19,-1,-14,,-40,21,-4,,-45,-45,-17,,,-5,11,-15,,,-2,,17,,,,-28,,-17,-28,,-39,-51,,-43,-4,-67,-37,-14,-27,0,-32,,-17,11,,-49,-19,,-60,-4,,-31,,,,-42,-56,-23,-43,,-63,-41,-53,-41,-44,,,-31,-63,-29,-13,-50,-44,-38,-42,,,-22,-35,,-72,-47,,,,,,,,,,,-46,,,,-61,,,,-49,-51,,,,,-55,-56,-56,,-36,,,,,-58,-40,,-33,9,-77,-45,-20,,-5,-19,-55,-57,,-34,-36,-16,-8,-22,-27,-71,,-3,-41,-13,-30,-58,,-47,-47,-38,-47,,-11,,,-29,-37,,3,-57,-66,-20,-19,,-61,-11,-8,,-26,,,,-18,,-37,-49,-77,,-30,-69,,,-70,-45,-36,-29,,-34,-20,-41,-9,-2,4,-35,-54,5,-38,-33,-5,,-19,10,,-6,,-24,-8,,-49,-10,25,-3,,-12,-2,2,-5,-53,,,,-13,-65,,,,,,,0,,-42,,-5,05/08/2021 06:16:00 +1000
2020-05-21,-33,-1,-38,,-35,-24,-32,-42,-31,-58,-45,,,-67,,-37,-12,-14,-46,-32,-17,-5,-34,-36,-7,-18,-48,2,-43,-61,,,-57,,-27,,-32,-25,,,,-22,-16,-6,,-66,-11,-8,,,-38,,-43,,-64,-41,,-61,-31,-35,-36,,,,-7,-57,-66,,-24,-47,-49,,-18,-40,-36,,-60,-1,0,,-42,-46,-51,-28,,-47,-34,-30,,,3,,13,,,,-31,,-33,-30,,-19,-34,,-39,-25,-59,-35,-14,-28,1,,,-28,-31,,-47,-16,,-42,-15,,-39,,,-47,-21,-41,-46,-45,,-72,-24,-39,-13,-24,,,-18,-50,4,9,-47,-17,-25,-19,,,-5,9,,-57,,,,,,,,,,,,-26,,,,-46,,,,-43,-29,,,-80,,-33,,-43,,-2,,,,,,-49,,-39,-8,-65,,-41,,-16,-38,-64,-51,,-35,-43,-14,-19,-34,-41,-67,,-22,-46,-16,-37,-47,,-44,-47,-45,-50,,-41,,,-42,,,-22,-60,-74,-35,-33,,-66,-18,-30,,-43,,-72,,-20,-68,-66,-53,-72,,-36,-75,,,-68,-48,-41,-47,,-39,-18,-27,1,-2,11,-42,-54,8,-38,-32,3,,-13,13,,7,,-13,-11,3,-47,1,33,-12,,-17,27,8,3,-29,,,,-17,,,,,,,,4,,-27,,-4,05/08/2021 06:16:00 +1000
2020-05-22,-33,-2,-41,,-41,-27,-19,-48,-47,-39,-31,,,-59,,-18,-18,-21,-57,-7,-30,-15,-51,-27,-40,-22,-60,-6,-37,-29,,,-61,,-31,,-51,-21,-30,,,-25,-11,-23,,-55,-16,-18,,,-26,,-43,,-68,-66,,-47,-36,-47,-44,,,,-10,-27,-71,,-51,-46,-42,-2,-27,-47,-18,,-64,-21,-18,,-33,-30,-64,-18,,-45,-53,-49,,,5,,26,,,,-23,,-20,-36,,-16,-39,,-27,-12,-69,-37,-9,-40,-9,-13,,-11,-25,,-33,-7,,-45,-8,,-35,-16,,-32,-23,-46,-32,-40,,-70,-43,-48,-29,-37,,,-24,-55,-27,-8,-49,-32,-11,-43,,,-18,-45,,-72,,,,,-54,,,,,,,-42,,,,-49,,,,-34,-22,-57,,,,-40,-46,-48,,-9,,,,,-44,-38,,-27,40,-69,-37,-14,,43,20,-58,-37,,-5,-29,-5,16,-24,-1,-72,-86,40,-43,4,0,-54,,-33,-32,-40,-32,,-17,,,-25,,,-3,-44,-54,-5,-28,,-69,15,34,,-5,,-76,-60,-12,,-39,-41,-73,,-3,-65,,,-77,-47,-8,-13,,-26,-16,-15,-4,13,13,-42,-50,20,-33,-32,2,,-12,30,,7,,-23,1,,-56,-1,40,10,,-2,36,5,6,-25,,,,-3,-55,,,,,,,8,,,,-10,05/08/2021 06:16:00 +1000
2020-05-23,-32,-22,-36,,-37,-10,-30,-45,-37,-19,41,,,-63,,-28,-5,-7,-72,-32,-2,13,-40,-3,-27,4,-34,24,-33,-31,,,-53,,-37,,-40,-3,-42,,,3,29,-6,,-51,1,10,-1,,-16,,-39,,-46,-48,,-41,-1,-27,-22,,,,-11,-25,-60,,-28,-50,-38,,-13,-23,-31,,-48,5,-12,,-44,-34,-48,-17,,-44,-37,-28,,,25,,37,,,,-34,,-16,-65,,-49,-54,,-33,0,-75,-58,-64,-54,-27,-63,,-18,-53,,-57,-27,,-54,-22,-42,-9,2,,-15,-30,-71,-29,-70,,-85,-35,-43,-21,-31,2,12,-18,-51,-20,-7,-54,-19,-22,-35,,,-17,-8,,-63,-30,,,-29,-37,,,,,-31,,-25,,-54,,-54,,,,-22,-28,-63,,-85,,-57,-52,-45,,-33,,,,,-29,-53,,-41,-24,-77,-20,-45,,-26,-42,-60,-55,,-43,-55,-27,-37,-50,-49,-73,-90,-36,-41,-27,-47,-64,,-41,-53,-70,-38,-40,-47,-48,,-34,-20,-50,-23,-58,-75,-54,-50,-45,-62,-34,-43,-26,-51,,-81,-37,-9,-80,-60,-66,-64,,-32,-75,,,-76,-40,-44,-48,-44,-31,-5,-16,33,39,23,-27,-49,43,-28,-31,11,,-2,111,,7,-4,-17,21,,-42,-6,77,1,,-1,39,16,15,-22,,,,2,-31,,,,,,,28,,16,,3,05/08/2021 06:16:00 +1000
